"","s1","s2","s3","s4","s5","s6","s7","s8","s9","s10","s11","s12","s13","s14","s15","s16","s17","s18","s19","s20","s21","s22","s23","s24","s25","s26","s27","s28","s29","s30","s31","s32","s33","s34","s35","s36","s37","s38","s39","s40","s41","s42","s43","s44","s45","s46","s47","s48","s49","s50","Class"
"expression380",7.65605581416028,8.70510313127732,10.1759025385838,8.56993451079784,7.30864412646645,10.5789488341273,10.0351851867871,8.97331150160548,7.85076862493085,9.10604129804348,7.73081680496049,8.80491149001503,8.87037811522907,8.13072996634003,8.1490546073372,8.06375232129687,8.50566745246282,7.59023126444487,8.18340173562233,10.1446725485335,5.79597450402848,8.44901261130922,7.09323287751777,9.07504561676422,9.98401527068327,7.54402395657398,8.5285235382826,7.95043607226005,8.59258953454601,10.1715202878522,9.19005206504426,8.10690855040117,7.86893750248017,7.52812400211362,9.06815881529849,9.36226048835909,8.73174799541836,9.97456420980079,7.81358642531775,7.83968441263058,9.4136482944059,9.45065583852411,8.53980699298098,8.95773025954605,7.45259310308893,9.15446799276543,8.24494633919987,9.3740912296492,8.67403855733028,8.98952335705365,"N"
"expression479",8.81313385780099,8.61540280497683,7.7061318271187,7.98169890837432,8.48305545863512,7.36902178368711,8.62648027344837,8.25216916147974,10.8796939919418,9.23721967370355,8.0470912388466,8.22863460806793,9.19903681276471,10.660043907768,9.14073968524303,7.45316092655426,7.50665415068784,8.4521679996306,8.18948499747421,9.12468131569649,8.80277766461572,8.45537342371459,9.40999671361104,9.30062339186875,9.16184847958446,9.09851811773451,7.61762253675811,10.1237767665492,10.3107271895876,8.9487093385987,8.32747370238356,9.73953772357836,8.54193929885861,9.80128392819252,8.12178071714267,7.7481760391962,10.7319089850507,9.97092461884162,7.96383104001505,7.81064660372022,8.49842995562932,9.01386374450182,9.93527663940771,8.92768927445596,8.95850452334017,9.94732802665434,7.09205452765694,8.80024926345425,7.96023096453445,9.45373439181849,"N"
"expression412",9.94081085753334,10.2247252571549,9.01032775793091,7.83564874617423,9.98457628957803,9.54634317290743,8.93638545733446,8.22428789730668,7.52114367223858,9.46560791481656,8.87365944017491,7.97924498342437,7.09030170876764,7.70619658741836,9.61411649634721,8.11838317220704,8.6477689620213,10.5066833773624,9.97417504790861,10.6459241497611,8.90223220314298,7.91552662095646,7.55034789760893,10.3088531920397,7.94929019404639,7.82959429880487,9.81612877249566,9.63161656860129,9.64703203023149,7.18032284653717,7.55534960123457,9.69449685235134,9.30588824406905,8.17485320321063,8.29692002833689,9.23962560702564,8.15257640691038,7.74501465210963,8.62570907450839,8.73286613762404,8.97253750610627,10.1178925421655,8.94574772823412,8.39559254570427,8.11135810263634,9.82010023443848,9.11938617471726,8.69964686672426,7.76650180952263,9.58044153019125,"N"
"expression484",7.07535930554424,7.40314383865816,9.11255634781917,9.4431777414749,8.58305412629009,8.86504601726366,7.95605212933395,8.06757100522036,8.54922239025975,8.47462735995122,9.51323036768921,8.16223595992399,9.43152016463094,7.44067892915965,7.82147587720258,8.37060168338356,9.34251759783026,8.04105162338748,8.33997287146984,10.6677899130992,10.3695932843041,8.74730072927559,10.0955437912436,8.63591624568302,9.3776494312168,9.860837352419,9.44321753229793,7.55387938109926,8.39639310586497,7.82888762973244,10.9462583018232,8.13951577760215,8.7361051892063,8.03194170575181,8.79873281876038,8.39031489711297,10.4074048538633,6.42407189975464,8.04288859742221,8.20345161611911,8.74972824200159,8.87369632544037,7.16007596586417,9.89890927483946,8.90938047849118,9.90557892440164,8.70774989739017,10.464899714008,9.74973909814818,8.29704699084807,"N"
"expression434",9.14719274894949,9.69451669766345,7.68524266188831,8.35356877352401,8.56499083881827,9.64469640164581,8.41933759528415,8.96639057235895,9.56745858586057,10.2307908184487,6.51295916673068,10.1184173515179,9.36925347681353,8.02875295348795,8.1355065667594,8.7054337746414,8.99819601966202,7.93854224338181,7.05979840585323,8.30584518152584,8.86259739392502,9.68583089873074,8.94638968792562,7.48656755994885,7.76043531037471,8.60785807682265,10.7925555417428,8.90703949912586,9.6195077436798,8.61702894754668,8.7273446444933,10.0585417298681,9.71772184473545,10.2665435308642,8.76317118680439,9.26400188768925,9.78974716145396,7.53070896932414,8.47937453439136,9.29492681608372,9.75316572320081,9.82311254444379,8.89878099907607,8.14498871162187,9.08012227180382,7.40486621937263,8.20836014983686,8.74368883668471,9.46855484726718,9.93398603770918,"N"
"expression418",8.20994973038861,8.41899575633534,9.7811055560381,8.54668412327089,11.1688409975214,8.93036852742154,10.210277015367,10.1979652766983,8.76895676471113,8.29411271496431,7.27104379671977,8.88856201995182,8.12981927521182,9.938309156416,7.47921295065097,9.29459468851864,9.16285587618247,8.92097227051125,8.34106141054057,9.85336620940891,8.65666200438559,8.34611379332918,8.22065594048107,9.51519473818093,7.59233157944864,9.96281856791164,8.01695431154434,9.87835519599584,10.3045465752789,7.72219122546706,9.5589135985547,9.59612129867838,8.04020628339931,8.87865863196697,9.56298990319003,10.6391741249652,8.0514095610588,9.5544787735937,8.21930664143282,7.99244518742585,8.41601760157628,7.61469379095196,7.11005561898995,6.97235337709047,9.38694470694555,8.84116487506905,10.5379974310878,10.726062249883,9.58059197125473,8.79044680486071,"N"
"expression542",9.90321891392794,10.7118006082496,7.88502681848239,8.48204561928407,8.64658427640644,8.47180052768267,9.43609230214148,7.31618081977952,9.28926130305482,8.56372647598234,8.50500337413625,9.24024462500449,8.24290509693227,8.63638806991609,7.73867584938982,7.79187744549672,10.9982428642971,8.07098976247464,7.92328777323374,10.12641784034,9.08888553595226,8.14649269638271,8.16388432750706,9.421945045769,8.18062510351556,9.57087695373258,7.27620315400854,9.94387775980646,10.1948505823938,9.71854240649448,9.07366997333959,10.4442863751399,8.24361741664014,8.38811860379185,8.40808505589953,8.74655977330555,10.5562540440016,8.68504554831133,8.29956237452839,7.79553003965053,8.8587355233163,9.0941871714133,7.18451875202988,7.2233861511924,8.88505735787012,9.26062462762081,8.67923152232922,8.10534109241921,10.0921134039099,9.25630119584742,"N"
"expression426",9.86858742267116,10.2980055982189,8.71052125903229,9.58602965742332,7.94428268650676,9.89613975773229,8.99359055452362,9.37817985941033,7.43246843340283,9.28331640063105,9.10221960047527,9.46600090941455,8.93627987913845,8.15291596453145,9.91985680191872,7.67801363042272,9.32831675131697,11.729683059776,10.3336829189579,7.59587120564393,7.08421664654517,8.4963176571315,8.64955438829636,9.37406694440013,7.99219299022699,9.55527109699389,7.90152143147118,8.4962103750928,9.9583732275323,10.6092941707036,9.44559701584296,9.32376129643903,6.6036351545856,9.13717104561262,9.22932430710949,9.37180117958747,7.73161699575158,8.9445140036476,8.35773890153908,9.25910296029626,8.6810765212144,6.58116780005046,10.5304537174153,8.18604513518401,8.26901329025988,9.30080866442593,10.6421239592481,9.04934072043264,9.35178119957059,9.77182445983539,"N"
"expression390",8.3906588075599,7.62012431469321,7.9338934766824,10.5482913902617,9.04341814135512,7.47736304344821,8.44758467130778,6.96588119631615,8.15488623196199,9.61849320661075,8.38227591753497,8.94602036302432,10.0518284091438,10.496806635681,6.60362414162947,8.87504014643,10.9358685608396,8.18140269786791,7.80831471656338,10.5084825702803,10.3367510110541,8.23680536934998,8.65959749070054,9.8109757279045,8.33269537629628,9.0109572059819,10.4350910905881,7.99846433708504,10.3505870275599,9.41702758721542,8.85327428572197,7.24881338289278,7.86165314860283,8.52361158698141,8.31316884207589,9.50033534603849,9.43868931490745,9.57489940816687,8.6067457185512,9.48314719133101,9.89307769584546,9.46238576887024,8.21801724644333,9.24060736527445,9.92578557314437,8.44027136152555,9.82186952035423,8.25879994665368,6.06265056508395,9.07369744632728,"N"
"expression359",10.3818695761756,8.33361625968324,6.09274490598044,10.1515870910998,6.92091813156897,10.0807927547281,8.92194122735568,8.4577787812091,8.8173810396569,7.16078245233991,9.32960258960279,9.09400193950853,7.96009681209774,8.9973669494497,8.51020843488902,8.94964849607773,7.25615611438951,9.68776083418556,8.68561778171665,8.57651611054911,10.2734728095456,9.5624401472703,9.01020699430706,9.12980129698466,8.0529022453893,10.6760680524222,7.68456409953136,6.76001461153532,7.70711923227597,9.80455122854498,9.12048888891882,9.70258206523417,10.6973977766982,8.15771743926115,8.89007321806496,7.52657033642107,9.20841070684639,8.50072835642461,8.06393612172474,8.80196580181484,8.7641354272369,6.56698566320904,7.7106353621444,10.7249694172011,7.25160611759815,9.23408535157412,7.3877193268602,8.73722866559933,7.69093071765748,9.57111094543979,"N"
"expression313",7.96652516585372,9.8127767679841,7.48504463195497,6.67883285591965,8.19555818690498,8.42108121469007,10.2329514065011,8.42551091255807,8.57060717399069,9.48182171753022,9.09834651234092,10.053928262095,9.33420807099446,9.48853109507276,8.34182243549556,8.64296951229621,10.3733630691068,8.58068809733824,7.98555453953879,9.24625978225763,10.1693291144066,9.50651632308662,8.66234253592932,8.80491551011625,6.79108048087876,9.27541294780809,8.69558842063484,7.7674777321727,9.94641448237202,8.96087104384711,8.43003336378301,7.93536745802394,7.59742409418721,6.64936954735617,9.23885390804999,8.59963930045924,7.85241262240154,10.8815683941168,8.44742044549739,8.61298107480291,9.62945384979814,7.4834846617765,9.54244716485992,9.90931490253005,10.211964082997,8.49297956256577,9.08477247161719,9.2436109326983,8.70671000104723,8.9223585004051,"N"
"expression423",9.75093864814045,8.44792034121546,10.0046498691864,7.66564499219947,8.59228976954728,10.3047522488144,7.80748282135345,8.58263356321971,7.55177247447278,9.04038379570325,8.77377159562545,9.22569293656558,9.24085140707606,7.74684745653763,8.35880487993109,6.89958998150165,8.37493656309916,8.26808255687966,8.71642418409919,10.0236643827084,11.6163482255764,9.51923673964323,9.07543001144044,9.5005602565305,8.31757425696106,9.57301858901137,8.10391787704326,7.12071062010402,8.61182607100116,7.57286289752168,9.15438779257172,10.0748382564115,8.43696306521252,10.3646903092019,8.6446248942592,8.81826352935194,9.64284821985129,8.21498472337227,9.76194733597765,9.77135387792675,7.8440432602905,9.85671188512381,9.61488097696981,10.7701520158689,9.72537974403197,9.22810619650671,8.1737064748953,9.08723186276205,9.83394012139789,9.84492045255339,"N"
"expression397",8.89771441212412,8.46797420977665,7.98127796738941,10.1608184017608,9.24972311770749,8.99828056011762,8.300779862331,9.16092362215036,8.99869623920728,8.15618673325614,8.4373633122522,8.70666790185998,8.86315775967426,9.93917121976874,9.14981362252243,8.42712500500375,11.1250275550078,9.1645749059318,10.0590466696921,9.21409454671072,7.46954040609722,8.55806615396181,8.88447456632556,9.64054887301387,10.3244207902182,8.54313893996095,9.05555889754056,9.82522975351556,8.8373046497482,9.04896793639134,8.38829264671497,9.1144435559137,9.26259049705334,8.79604797809916,8.59671683561312,8.20662285590264,9.99910432848226,9.18963939832632,8.95623525197627,7.75335071887267,7.56111830441496,8.99046604742343,8.256657886635,8.39796857831539,9.00449069259281,8.3187809535623,8.94086723729361,7.81363407272474,8.43123602103664,10.6333577942101,"N"
"expression402",8.54359770120623,9.03447415227181,8.5938698253267,8.92733701622101,7.07939808395583,9.26898215133085,8.83953027465581,9.45027034126946,8.83129966308682,8.18608254453222,8.23205348208933,8.45569037602133,10.018825940046,9.32370083987139,7.60144584061586,8.02439740544408,8.36815617499323,8.79453317175891,8.91396924505102,9.83742144643469,7.66902783534123,10.4173058699537,8.44255094066292,7.61367704330294,8.83823831927583,7.59256305047796,8.58045230314511,10.3613306334146,8.394407236586,8.49284505732982,9.10043995741243,9.3608786607185,9.81524382009975,9.97504918428604,8.00043511478384,8.53859525876854,8.17372813126975,9.0346344883182,7.63591867293511,8.37263215104753,9.02745523226577,8.96338795371433,9.33075637547103,8.80188362187221,9.37033924714864,9.51507713140157,8.61416109064428,10.118075555216,7.61202712622582,8.50600146802636,"N"
"expression346",10.2683603846098,8.89336953063505,8.59422340568903,8.34525776443979,8.92964540867341,6.64068807132915,7.70253066867669,9.26029687197213,9.2629103017135,9.76198708574182,7.58775212008013,8.15103530031103,9.43281813104941,7.63410571127195,8.49577926072798,11.2787138584812,10.7337506248498,7.58219772452691,8.15369809937736,7.79164694273866,9.30825622439783,9.52517682676998,7.72550963825524,8.43469664954013,9.18357853190571,9.41227151106048,7.43623032733177,8.76911153685229,9.59848113474517,8.96434925089048,10.3647848236302,10.0516569672419,9.6603576079347,7.66560068779367,8.15247476127874,10.2653167378935,7.36294310082414,11.0585317792926,8.3425538762422,9.98284737078912,10.2725540547451,9.45728610065247,8.48840898468916,6.18066982945812,10.2234403279329,9.03744223369681,9.89784325825886,9.57724673031115,8.34978024537524,9.14471336387166,"N"
"expression442",9.29997013307609,9.17540764418913,7.80978050725864,8.2072904894905,7.82370803572073,8.57119903111228,9.512838144344,7.7367031912718,8.95176799950058,8.71514583221804,9.06929813748929,9.20125555253701,9.06070165365241,9.20833473380576,10.6328163668245,10.3413125631615,9.503984140463,9.8816730861126,9.79187523708053,9.9392748405356,7.98102916747819,9.37730723064764,9.32975501535213,8.54348428143415,7.92347634558598,8.14838002056361,9.36049402587723,9.50428394785269,9.26100430278952,9.12300738349587,8.25738590294445,7.01635677547905,10.6036459046108,8.56871896276464,6.78216358235172,9.7881812962437,10.9105065251731,8.94841318444706,8.61177337176357,7.87567028479302,10.9981639649144,6.7787883013915,6.39350111673181,8.62355000110784,9.10636771659375,9.98387860183204,7.32873258985617,8.20625944997091,9.63677089082753,9.64482735615728,"N"
"expression528",10.5605228170685,10.3627171284394,10.3789216295846,8.7927838951384,10.5074920731863,8.52034692094766,9.7798990308907,9.51388148217314,9.62872669008547,10.2869626765456,9.1667059305414,8.93785032917904,8.08149573100214,8.77050583030203,7.61818119967498,9.30353717811005,8.20989932844842,10.0713633841702,7.05109221984097,8.87547352911067,8.90934046367143,9.19557451761781,11.3060773701426,10.4948810774666,8.11306265480384,10.4759623273976,8.8415986752613,7.91454627888863,10.8112758093002,9.26063127566585,7.50829562014827,8.7321892337983,8.46713131519778,8.45622850971763,8.68972422545452,11.2329543999894,8.71713136137732,7.61144971432353,8.48363469548223,7.64260185676534,8.34200268180724,9.25043837882879,8.84519182956159,7.45509281568792,9.21352719502662,9.04726810000841,10.3992459629315,9.97693060613707,9.3547139432615,7.44165157173017,"N"
"expression353",8.94386551558111,8.02047154424381,9.97459307251803,7.23028923206321,7.56335951192859,7.11264048436643,9.97861882141176,9.67087599390969,9.20561429067856,8.37961548942503,7.76312282117794,7.79361810697584,7.88818475210369,8.45754132361923,8.3238677093364,9.19954115327075,8.28842166262607,8.75377295973945,9.89941764877443,9.15298390702981,9.67484725378714,11.4536496588103,8.89911816786076,9.25841947328474,10.6333029866796,9.5623930016211,10.0131920315027,9.0748850269461,6.76802178521764,7.40119680505926,7.89769965351951,10.1058938455996,9.74918070623376,9.63640024262909,8.29384763035852,8.96773317786892,10.4602218354006,10.3351378569093,9.47720824631279,7.78426657627564,8.35068046579237,9.68778243625784,8.10564571105067,8.12028827759699,9.66610535934795,8.14830822387212,8.56815883502176,8.87237990622136,7.62069915011059,8.53631307889231,"N"
"expression524",9.67463159850209,10.8725210279934,7.20768012497164,8.15565071697314,10.0242671424179,9.49723538996669,8.93599403074046,9.64788234157189,10.3979350604724,8.97277508524398,7.62593395395814,8.97742009451462,9.85585474673693,8.55861019492302,8.14119363711787,8.62345224674492,11.1888559302556,9.21275141117818,9.82214426163583,8.18943464326365,8.42008753739033,7.9910522402643,10.7204995544156,9.37864795541793,9.19072876038641,8.14982267571686,10.1832525277195,9.6798704483142,10.5065666858321,8.15837981072903,8.78261224144597,9.16673749381375,7.37983964808502,7.47544340711857,10.0455291356016,9.03184192150088,9.9128768281206,7.26836216127968,7.32392286298608,9.27337925438118,9.6813252414381,9.37652844785993,8.35870254104048,8.22600926964268,8.99641629330552,9.29123582105535,6.25899905432451,8.91678626826385,10.5566634855779,8.05974090519688,"N"
"expression518",8.77522524663641,6.7775951392287,10.6440684189834,10.3295135108122,8.11455761100374,8.79099821857606,9.66716004480436,9.24070274046417,11.0730725253187,7.51441394085264,8.71384375757964,8.45509092945472,8.57313895952325,9.20359119572257,7.40850936250478,9.04040900329223,9.23507503656718,9.95418767399125,9.2399547698336,8.4800264610806,8.27520697385713,8.57437277376728,8.54223160296233,9.88716172025407,9.5131539463849,9.40405829681043,8.61128685212261,10.4151257751013,8.34018407619364,10.0726071352492,9.39472531835293,10.2442575441274,8.77974610645001,7.48517341964835,8.01500258776571,7.86222595096422,9.76335482931102,8.42421048816673,8.22595159582883,8.35929030277209,10.1216864078519,8.38910734503118,6.80759169024234,9.79921602596468,10.2844497578261,6.93495385184604,7.03909834120211,8.57406948366539,9.75299529352922,9.54292681242775,"N"
"expression462",6.42733255917557,10.06728842484,8.44526656721952,8.67866557667474,7.9070677129908,9.50317834104163,7.04546281159443,9.32532902887522,9.08655086878273,7.92762151635326,9.98931679199431,9.34259317047909,9.79690172212096,9.17725830935477,7.70464367797219,8.65332379563751,8.8358099013552,8.57294995326284,10.0430348394086,9.85796143427469,8.30432251963192,7.24323896054356,8.49936230261068,6.71397417011834,8.03189015563964,7.87317281936142,9.48810304216406,9.44701282209489,8.83961586216925,9.30214275545546,8.66308040706787,8.69291397993371,7.82127554975696,7.39349660529462,8.67501257460079,8.26101775789145,7.92991794946671,9.13077082251894,9.80578424308852,9.74071645900825,8.67599611476932,8.1829542908879,7.42879043657826,8.26215823198018,7.47371283906338,8.21535974308351,8.81504970173721,8.55321830345984,8.21383776317586,9.5953551468083,"N"
"expression395",8.56313657975637,8.34492951479235,9.43849110904301,8.75972843971354,10.072088531956,9.64363836526705,9.24012692439492,8.34039638318524,8.55922339232278,8.03499720857782,7.19055334245655,9.23275924984427,9.15652835915167,8.5346369061585,9.67515340892933,8.64019288251166,10.1093331863664,8.62675097769124,8.16039184559101,8.7801063088877,9.32821227908467,9.23132438211442,8.09433918665926,8.57951916758357,7.63463891808824,9.04376367268397,10.9421799393795,8.94489108362291,9.83223437105279,7.70062320946425,10.1839305473685,9.20344371989736,9.97992072950552,7.73355317490316,9.05693083115453,9.13549951129517,9.58583987191904,9.1753843910904,9.38725027042769,8.20173219662295,9.34854036453201,8.79911183661207,7.00951759705186,10.0986125310099,9.09555054619408,7.59446612351583,8.04582870154236,9.36630631025614,7.95654042491439,10.1675326969614,"N"
"expression469",8.37036360385167,8.96618608506579,9.67707384069524,9.1380628558305,8.62889004408676,11.7025827854299,9.28208257116995,7.46061157649695,8.57322292867855,10.9850651597432,7.57280782346719,8.76988172240244,8.9629225239474,8.76290953934779,9.3171135820485,7.3641832604542,8.14090891563451,10.5215545308763,5.83939583542252,10.1834004487284,10.0031947956883,9.95673559596807,8.36965767704583,9.17927892604997,10.1907952032263,9.25298293800355,10.1641855189114,9.95729185909189,8.9169981760331,9.24572834390063,8.76058764591972,8.74047808837949,9.30497596500991,7.9228416724309,8.2835922774326,8.19942264929832,8.5868953319154,10.085603704624,9.40877301613178,9.32128161027932,8.75714565808569,8.85096511658806,8.09861640712167,8.16519175478194,10.8177403938811,8.04191250345716,8.94813683694869,9.36438304635266,9.09548931648503,8.75556166854306,"N"
