"","s1","s2","s3","s4","s5","s6","s7","s8","s9","s10","s11","s12","s13","s14","s15","s16","s17","s18","s19","s20","s21","s22","s23","s24","s25","s26","s27","s28","s29","s30","s31","s32","s33","s34","s35","s36","s37","s38","s39","s40","s41","s42","s43","s44","s45","s46","s47","s48","s49","s50"
"expression5",4.41013551192371,4.31282716902925,2.08467848907744,0.708240943994616,1.33146355365905,1.05052020063565,7.66389101477511,0.866428992566365,1.46489482635278,1.82546875911544,0.241835549366186,1.75886770865263,1.49275056890069,1.10932507763108,2.33191116325283,1.2287261169076,2.15738671116439,0.666439371168105,3.77096046090464,2.52603725426021,1.96396347231032,3.08409505854958,4.22615654220021,7.3633331095107,2.44480142702061,1.63434857395173,2.55450154336553,1.54114438362555,1.83899200823289,5.80363571281865,1.19643231072973,3.2428844084417,0.500854284119394,1.77161510029533,3.61967985112384,2.22630479560682,2.31104889625134,1.93118701614687,0.755073244975695,1.53939765436784,0.799006849376361,1.12991339215642,0.529537930293923,1.77912289184883,2.36517728824111,1.21446694452783,3.16158373785854,2.20736623915036,2.73670498963376,3.29387029342292
"expression6",4.41879199650748,2.20230631115793,2.39384360259367,1.38639049203992,1.46402382851,0.363091598377464,8.4087627807273,1.09896200152714,2.16173234389319,0.694877736474553,1.63877515922508,0.627761771106888,1.50186204242649,0.473051763795862,1.86607142206807,2.15503433813367,1.92723533949453,0.00201766769193301,2.43925150701825,3.4631915614048,3.52211778886523,0.55178385438567,3.45498481209396,7.45259428860005,2.49591374374481,0.617461007892845,0.541098935931254,0.90952540015121,2.18560160749013,6.96363588173089,0.917901608237944,1.26154059660104,3.33914953009151,1.06658690164356,3.97785380680364,2.72222015998316,3.10359053647866,1.35083970658542,0.968180195359385,0.708521639040052,2.69328899624839,1.21900645123968,3.26728659673358,0.832575034698943,1.05148052195427,1.66221299303599,1.3607613217633,1.0323553440019,0.206675606448264,1.27453371300743
"expression52",5.33353594865989,0.635562223498544,1.3064801101571,0.46072385005154,1.05265541007909,1.13552797945958,8.43582340991388,2.54937975042617,3.00249618180238,2.35338375799668,0.910515257404956,1.28794683028966,3.48291084219051,0.108106053470934,1.61926911559476,3.5625695488124,1.36689807818747,0.573448347724522,3.34203535376164,0.541340619554105,0.287904542115146,1.5113497083226,2.63610070569299,6.63660902102012,3.43492033128545,3.16446149760616,0.786796268294465,0.655007462066083,1.43266020616462,5.89482397439451,1.54758855100869,0.717484307228305,0.907148477356624,1.39330102773915,3.12622565582587,2.06688325917411,2.25504692894634,2.33897936296794,0.700448514416794,1.46801058720337,2.31123311534764,1.31064168396405,1.57433583610604,0.992469055441793,1.84443821287174,2.34499938518661,2.27541038206855,1.77232781349926,1.2837099250219,2.97512493035051
"expression55",3.73890829565079,0.630443260405675,0.681617630309374,2.64168106644956,0.465993536908741,0.516509324044673,6.5793100889171,2.1973499519851,1.85166940309881,3.25673092047311,0.578019514818153,3.13360290941851,2.25239190903097,1.29878061235505,2.52724310031138,0.185178547076628,1.53074545885722,1.101567682781,5.21705570906697,1.00658169056912,1.79780603200265,2.22648787050423,1.5825070612362,7.73624169063892,0.266502170163105,1.60665250473524,0.278945761367462,0.424298833129958,1.26736484347206,6.24458976591113,0.347007773956452,3.64677475597821,1.94003128882756,3.50517207260728,2.54208148190314,0.759372187994352,4.60694003122077,1.82629530682754,0.975680874699146,2.4018461082473,0.826645373624787,0.0422192396331911,2.0783078639343,0.941519554972828,1.55475592555037,2.03937996297019,0.245766762809749,0.0316848590714047,2.95929212135908,1.25992524928523
"expression100",5.39852799247028,0.133820711847015,1.52571140209553,2.6822696458492,0.479553485550874,0.749785035173509,8.83707579870317,4.49857268874998,0.8720382095387,2.27437942105335,0.281989768618704,0.578510210253778,1.78202048780861,0.603771631919526,2.33591801792203,2.7490597398573,0.0309684489527817,3.22298173816274,1.92829655880795,0.594050184555162,0.515881306679458,1.8682721857566,3.42785563879053,7.03701054349476,1.88895665860988,0.372273790640709,1.84154585492342,0.168861041858957,0.888456927003722,6.3888789752554,2.41557546781743,3.06942782119088,1.19612471831548,2.27649737205177,5.00498747766142,1.76615490636476,3.16988195939071,2.65009633183605,0.703022441115213,0.202180579925286,2.24528932211687,1.16610418698541,1.7749958677369,0.609733635194235,0.606180774854577,2.22492601942167,1.62184296263704,1.35158769952923,0.255215642572965,1.27747056849321
"expression83",4.19620286307682,0.523342552961678,0.53193394465283,1.12591846449808,1.34627745037568,0.838206630841212,8.78615624593627,1.62846889838721,0.507604480301872,3.3983537799388,2.66285371587615,3.29030885867953,2.72638412575354,0.698802463087052,1.68313908114162,1.72329041832918,2.1793914382991,2.49469392455672,3.611409237837,0.0465383364525573,1.65342798533606,1.40975088009301,3.92163964022233,5.62659508504152,1.98748285202295,1.83361519129498,0.826932604313175,0.466750092486482,1.58153895233599,7.89903453429597,0.613972873614875,2.94417905188207,1.70925478878003,3.20391579767005,5.42321434663702,2.43319928390546,2.84324911486406,2.15764266599906,0.124790167189005,2.42057118404542,3.24335374102252,1.13745497859508,1.8746719918871,0.930904346811161,0.835125204347224,2.79905055295333,0.0672707718099037,2.65246768554611,0.485366198484835,1.01662173685738
"expression8",5.20219669398917,1.1181622916057,0.728504347371079,1.89339721990645,0.813309158571296,0.460066749653218,5.28685398462823,1.21935016107182,2.80223635223789,2.34443790043202,2.53443125257175,2.45678986700331,2.06338924557366,0.427255380406722,1.9432071763086,2.76681903907261,1.65207571814702,0.982859261436444,4.1622498443861,2.33589354385136,2.50170680679621,2.18392012825389,4.36052118657972,7.11361196208387,1.26026838717382,0.0293970938554082,1.53053050600838,0.667560873525441,0.276428984082918,7.35745058429604,1.72037456468585,3.22919786384248,0.603255537307608,0.995758629844198,3.1397299573518,0.157288607641715,2.37521976468077,1.06439039844224,1.13945717957206,0.916964446656582,0.931499714959547,2.50157021063826,1.11323428990346,1.95169916567273,1.84122706584172,0.282220619140239,1.71071664627544,1.43072074511631,1.95413440288765,1.90250214009442
"expression70",4.6924664140466,2.2749102519314,1.08896028957106,1.09594655689919,1.59097069388799,1.42076570370036,7.95737446848362,1.5817308168836,2.44774509737934,1.42541807021759,1.64577334193903,1.96831684877644,2.07093292064572,1.37843934724839,0.683164076392171,3.44520225962327,2.25977007862409,0.538128190020096,4.68955265801295,1.57303627640103,3.18233493708407,2.68808994514712,3.53729651170263,7.15744686236505,1.3874843313394,0.724664514721829,0.616357279259972,1.14830430713316,0.821658422139629,7.67204930831309,1.2500002745018,0.620347014355826,0.866046955181663,0.86936297514444,4.08392386986261,1.75382717430814,2.90338115910565,1.89345136578086,1.40466790982078,0.564214890489199,0.132807994644774,1.42393384697801,1.21934979504992,1.85330690403803,2.38406908881459,0.34094821506133,0.222414573108694,2.80749653669647,0.592491745543639,0.089028176133753
"expression88",6.80238454534741,1.77655059411735,2.40200199331322,1.50107182050341,1.37267072494346,3.96769076308905,6.49154427342854,2.14329039614248,0.0149471114020945,3.02694746478415,1.2788782913357,1.12107255339235,2.46730050760674,3.13840077819707,0.0674902089001292,1.67561731869191,1.62544516421365,0.571402400317268,3.87391221881373,1.64955851316099,0.432714322826374,1.35857901674203,4.85579310726322,6.62090889277941,2.56583040157041,2.44123355648545,1.6104818418428,3.31850349520625,1.53756613172978,6.30891918030254,3.21370801700944,2.13970130945391,0.18086811007315,1.00264240420027,4.36337798164044,0.531631753130139,4.39774824099764,2.04003732676316,0.45765761825999,1.59243146104921,2.79480770399979,0.566957068774249,2.38461773641893,1.98587635961803,1.82218475556943,1.05684327198298,0.647647140990861,1.48328560080907,1.2153659139645,1.45822362820452
"expression95",3.99685668460817,1.1876995870265,0.93280892917512,2.12862694499228,0.126779219720351,0.588284478334369,7.97621141358108,0.0572090819041002,1.17917292055701,1.25918374138605,0.36494347848993,0.923673846872047,0.106227777321335,0.298231325658644,1.34304618204897,0.700207634189738,1.00798868800994,0.384912351281878,3.19267767544609,0.578743420072048,1.46463759022374,1.77338158540129,4.22417277485366,6.98680741284475,1.60948340543398,0.205080334865969,2.53374569658648,1.14879670725485,0.0264543311472649,5.06945785842941,2.0290544383713,2.05243628280488,2.80664247190198,2.60489511546665,5.47237545172074,0.0365251398061399,1.43912259707125,0.272082011576537,0.417454761827481,1.96876125829519,1.87535182636268,2.34196095772114,0.3533808255282,1.38260795490238,2.18150614738761,1.67408095558107,2.55166242392122,0.699021024083138,2.40966725956279,1.39999219184876
"expression40",4.69476062412307,0.598889319849253,1.72238585735039,1.52650067381428,0.095580105000761,1.63139403804031,7.26452502625517,2.43315968694135,1.95041435461064,1.47227483394106,0.529671311576596,1.0038488700563,0.734807083927528,1.91336051738302,3.09166095137406,1.21966366071525,2.08086857207179,1.55521267241913,3.27824519153104,3.68062373232979,1.97403420825306,3.06151514175423,4.06943471706669,5.72318397848916,0.986217741119601,0.223599377556969,1.39474644079101,0.978218986984444,2.36798798855261,5.2841233366178,0.521286537143277,0.0256756848373907,2.23787880616394,1.0675898669153,1.37548326986771,0.430653834701346,1.66471608407707,2.06987170419174,1.56559831669578,0.0725354002107037,2.49064448878172,1.83517218775058,1.95122153056599,1.65862946875909,2.13101769398086,2.49230298793598,0.807378615160967,1.58257535318509,4.58276383031727,0.156467089269286
"expression3",5.149965246837,0.76227773934527,0.106025131394616,0.756461457045572,1.37127300307525,2.38860384858506,8.19134536806725,0.627984020315112,2.01676380989174,0.143792414377035,0.953525423933715,1.15816609543743,0.200620825766142,1.9998647697005,1.11476579426345,0.835554298731342,3.13913570895697,2.40088595677748,2.95135350664381,2.32091130281074,2.11158421055531,3.38967706982821,4.09758147450708,7.60524146288045,2.52430949790072,0.820180349415934,1.5919971009874,2.72769863221856,0.300200918356254,7.06176926545053,2.92906048866683,1.53129373172652,0.671375226690064,0.64376310726331,2.82455001604327,0.403151400667794,2.39928624069185,1.35814187031372,0.825131023846025,1.60785770514852,2.09020500713778,3.04676576018878,1.64860955918613,1.07334765742208,3.16960348963554,3.22341023181266,1.37981671132978,1.20414954944925,0.0341630011844929,2.65572969049879
"expression37",4.68959353202544,3.0488519385032,0.255592060376422,1.68729095391221,2.71487290977149,1.88686039788136,9.22449763406486,0.83241757959652,1.98043883587344,1.68938718811365,2.66949378904935,3.96161209571476,1.86228691863669,2.17554761131358,1.33492751794936,0.810521234374327,1.19119958651089,0.409536565462863,3.13312406569646,1.76815999441394,2.43418228726272,1.51190166459162,2.90610313714811,6.97053029887059,4.0169680106983,1.64794925290289,1.76917131553887,2.1453304050939,2.96784767160008,8.65082848290813,1.13550089388439,1.68663795426412,1.36153299013256,1.31255623986232,3.66595897552666,0.770559488995155,1.49440045266454,1.53361760536504,2.45801647347449,3.05367547952109,1.06234037447285,2.19552833244024,1.58816831033848,1.27266068328188,1.02432448778617,0.0593529648088453,3.13864907021936,2.33792368244727,0.0041923111295683,0.897048565476564
"expression72",6.17500909463472,0.674404751502923,1.00844272944759,1.67550063365286,1.94483431844032,1.21501722216657,9.01270014935436,3.40778000884859,1.10463425366614,0.337548914270206,1.23943481057927,2.4965928189905,1.15391059163329,1.12897674124008,2.32829687266852,0.887006986168249,1.06819727967927,1.55262165711274,3.90349040507787,0.298308916895159,0.795671232569702,0.971288123366005,2.40795676470857,6.39257535406088,4.81666645127869,0.0510384038081315,0.0179321674469175,0.0456710028209308,0.680962399503035,5.53809966244136,2.4091972915603,1.59548244411949,0.193218418041926,0.805916176677905,2.96193890640978,1.34192378733105,3.69993340551441,1.56889304345141,0.592640858847319,1.63730460420119,0.925747159716119,0.260139875044868,2.85388853866569,0.359643843617903,2.86916420502549,1.36380278246049,2.28562065280076,2.26743245377391,1.58745706385712,3.24586839397636
"expression18",5.78721423802082,1.64051976640805,2.6100300349442,2.37860055857797,0.607030871515845,0.884630759305352,6.94307906043846,1.43822940490162,2.29240429266363,3.29851553208278,2.24778706798992,0.355653245360172,2.56950332771834,2.116076009313,2.35505753327212,0.314660585610015,2.80849833491205,2.49369300384219,3.72244178799229,1.42574132170183,2.55820418107494,1.83841250684362,3.75391780926556,8.58606693619104,2.93398089952314,1.67662449648646,1.06783518880068,0.398452308535144,1.76458503825676,6.4974097560337,2.46823463014204,2.23374315901692,1.74679835330018,1.42843888110361,2.85340990303687,1.45000797533463,1.55167137809094,2.44535564714197,0.614068188191818,0.456834021682947,1.13945840215222,3.24322884329854,0.0406959325956204,1.04532666011539,1.80518700170502,0.981422052780416,0.925303541860412,1.91915520655889,2.01058650492124,0.57071278343231
"expression51",4.62465942379472,0.619357239106762,2.63857248519411,2.42064018387665,1.1950748730793,1.16453136034993,7.32552639766057,2.79538158615192,1.58732364063805,1.71912971014224,0.17692548446861,2.35197777333536,1.14418672218502,1.42129944881705,1.78734676351443,2.4872180946901,3.09344475685194,3.06678641666985,2.97264541677554,1.6935995558963,1.80864845513748,2.21557823458951,3.79206930408373,5.77215372772844,1.28676960141528,0.107083304275142,0.826788300696798,2.38365727364782,1.08445394489679,7.60995247244555,1.47809775765689,2.71714278616863,0.0914016022067032,1.0455315775328,3.12929247040398,1.62742097224266,2.42941860174953,1.56491049926078,2.13833581635249,1.82522808055197,1.13857057271389,1.30413470822627,2.40818650626324,0.225769765252275,2.54628979907076,2.88855176169466,0.742974842969091,1.59099220386281,0.249385236058405,1.12457425829436
"expression21",4.6921348447863,2.72205375030881,2.12369929548109,1.16027209987966,0.0812554296645827,2.42245159205094,6.50218804617708,0.617463404769638,0.571844645553548,0.533995010991576,0.415720110934543,2.76148837031494,1.64143762056791,0.363936293652532,2.40935958561998,1.36722457464568,0.523891091093708,1.20324642528756,3.59351783804591,3.75746398908995,3.29425563288187,2.56460814463391,3.80861840823712,5.37317287766178,1.44590394919493,0.982004131565283,1.98458430643187,1.14834741085298,1.2341054454704,8.77837237338444,1.95458072723535,1.48536409399457,1.29624029666957,1.60887164843116,2.4013456367489,2.61869155122284,2.37238960270101,1.24400915317809,0.135168898308481,2.13669467966861,0.188304555913423,0.899820177544839,2.02981948609079,1.28586526843674,1.94938818991967,0.202887439779339,0.906497224604862,0.167302829003363,0.945935051164144,2.39271788706074
"expression99",4.43816144362716,1.68124763960587,0.0447951199302026,2.87439352259802,1.35159263989349,0.92661084642874,7.99749039360651,2.21213714490559,1.52073118934884,1.7605748355177,1.32405002331106,1.85406649346755,1.6306589480938,0.844354560881831,0.236357977100862,2.39269683504817,1.15302485760089,2.60233094234447,2.46653063376462,3.07232623706406,0.807956596216799,1.22160529453474,3.73617424628429,7.13885613867348,2.86841519294352,2.80089442366075,2.32967851963228,0.985310607646149,1.08855205936862,5.11757872986734,2.08753199492794,2.42436535918062,3.2595050834918,0.904693620872366,1.96465126008193,1.30093526214112,1.84290811418996,0.567400670513563,0.195973103473931,1.07386120399002,1.89155463018431,1.8948566644334,2.55793930391157,1.27110390061476,0.503380356569739,1.81697974392427,1.60654570712473,1.04948095942031,1.57046988731826,1.06910219821475
"expression69",5.50832781397821,0.0137392028661847,2.18998215342821,0.972803501800387,2.57074492180848,2.31460770058287,6.60376673877929,2.51780240482113,1.25872598491277,1.68002285441673,1.10072727438183,1.74752948591989,2.8076319491525,0.299691762753976,1.30540470460848,2.80974466233848,0.281267341303653,2.22183027089129,3.10060050337896,2.16129980644715,2.88624689739867,1.73721691325177,4.27590500799088,6.13665277841058,2.40720099096166,1.11811280408576,2.17816959548806,1.85891267617724,0.819405167677495,5.67082123180318,0.390466294115453,0.932600346465204,1.95952840611886,0.765649760107009,3.31679148653275,2.43284233385917,2.18452452698531,2.43787499506194,0.811378049592846,0.837331367877357,0.996158072943924,1.41979546247472,1.2299752898029,2.45296065454709,1.67258462907968,2.16903533278378,2.93788091974198,2.04554631499267,0.229295908003717,0.0357683111622469
"expression54",3.52466043772774,1.30292939418176,1.61603125501096,1.13630185012747,0.293762657570718,1.98486667940141,8.86026087050224,1.52350733216243,2.76045892070436,0.20655181240731,2.03167478259284,2.27021774736002,0.907748939007403,1.65801337958507,2.42417835143546,2.34415233792013,2.1215547308287,0.881903459553041,2.51960717875882,1.31352590412124,2.72033187957018,1.1301313297766,2.66000807638005,7.60365667384641,3.03893807805468,3.3128843446635,2.30435428726136,1.08023865266209,1.33736507209149,6.02397682181702,3.7738636527678,0.987308530830449,1.8509150615941,2.28293549529932,1.66221573086504,2.21185924384886,2.96601402609524,1.62240483678887,1.4728186883033,0.72999701656856,0.793305304210523,2.03861340905114,1.26222525006685,2.92561967091713,0.841117396759874,2.20323280900659,1.89939203346956,1.48992257626337,0.642465174135641,1.43233770020325
"expression90",5.73615159597885,0.532776100898764,1.58401200901848,0.297876571359579,1.28436916170154,2.08277914281977,7.3778491854756,1.79474527367895,0.0883163080853637,0.806868010194259,0.556879552433095,1.32131557457518,1.4128029591369,2.06645795591584,2.19358211150037,1.15035540427078,2.27336925669855,0.983981363171721,3.23158256947325,0.198091732729712,0.0371613124179542,2.66933554999,3.90126262517879,8.51037090685764,2.00639661063257,0.179392348255333,0.59495727667468,2.63253737498241,0.643348967809694,6.1053103106429,2.84909567340534,1.61059894706581,0.0636214305950737,1.21444949641968,3.66163855705163,2.31780988677337,1.67296550950684,3.62963923468085,0.994299160879331,1.76636094209174,0.863274474494915,2.65368368695942,3.05332006288243,0.837798271096435,0.981946595650919,0.76005914894134,2.90508356945434,2.07227043908871,1.99748461730028,2.2369405344544
"expression34",4.68983880595425,0.265135649955658,1.5773647656791,1.03401895607956,2.58790996126468,0.854966637876039,7.6279531386016,2.48266979775778,0.684471061001268,1.48835797183041,1.81596868865723,1.07000972376482,0.535976411341117,1.39255096404576,1.45777552495265,0.850264185815916,2.01356667960513,1.8960107966077,1.38101393325266,1.28126902110202,1.53718777983623,1.1701898590062,4.37353648003012,5.5229173263925,1.22246475048577,0.747554572313717,2.93828403302973,0.933699898283008,0.154074484555924,8.47847901399259,1.33575385369538,2.31783868080094,2.84655207150313,1.92309210525171,4.5149385717312,0.45958020226215,4.25854508653979,0.0503386968488293,0.0328187075886103,0.614340948416164,1.69868143073805,0.895111391658731,2.30041419343969,1.81421701737213,2.37745868115718,3.00154185915503,0.0887113639896071,2.50678184923285,1.52260664851673,0.441361741066841
"expression98",4.26924047151479,1.70157709416411,0.496264218073807,0.316640716743998,1.59051055236318,1.17657133031773,6.43211854378353,2.52567174192457,0.764620289560416,1.64679052655302,1.67982798624277,0.261847338433821,1.07189387323927,2.649450720586,2.35713467208541,0.26663821159275,1.4292089590391,0.619114336888264,4.10429813645672,1.80025799511638,1.42132478402486,2.73767672525534,4.93333171025329,4.8049828674754,2.83264228852884,0.797509557497424,2.20127787753786,0.247160257750143,1.80363806733533,6.0742152560666,1.88203922298932,0.52978448339094,1.80180430609147,3.6005321345049,4.42821292467036,2.13919055753013,1.61897383779646,3.08356701102173,1.86674748568702,0.650997363299066,1.13374265283927,0.759324931780838,2.54544853659018,0.529656255918077,1.35629704170048,0.391700407886359,2.06223623541273,0.032378721401022,0.56066735113204,0.290286133060403
