probe,pvalue,Primary.solid.Tumor_Minus_Solid.Tissue.Normal,adjust.p
cg09234698,2.1916322442301636e-36,-0.5460480473588644,9.99627818062758e-35
cg13067635,1.3413855873538903e-5,-0.378480995668661,2.0527074878239404e-5
cg11968318,5.220125592665402e-15,-0.3236721315313753,2.026346624859714e-14
cg15699050,3.2717866855950692e-21,-0.3143273869854245,2.1662394103818967e-20
cg21470600,7.075372435830239e-8,-0.3988904380913544,1.474335220765641e-7
cg01907457,1.3331506152499958e-20,-0.4747599504506238,8.451866062704606e-20
cg00223046,8.142750928663301e-11,-0.3313772779739514,2.2855379529684e-10
cg11194299,2.8126398502112046e-35,-0.4742572092977757,1.0996082462016186e-33
cg25880365,7.696637906559927e-21,-0.31970260041137566,4.9755430876265356e-20
cg01295264,2.2081142555598195e-10,-0.38791077450164707,5.917223404445155e-10
cg26250989,5.847039983124215e-17,-0.4488732625231691,2.630367028024647e-16
cg27428051,2.1926234299431036e-10,-0.30274307113197463,5.892451181614691e-10
cg15484597,3.1168784338169633e-25,-0.4139296202413793,3.2375761308210385e-24
cg24513014,9.483033622160193e-10,-0.4078360681639367,2.395560185782621e-9
cg26253070,4.202159100034953e-29,-0.45761557259734936,6.96964165884585e-28
cg17079374,1.8728094712004267e-6,-0.3506187925710692,3.2438324385138194e-6
cg12710648,3.247223447158909e-5,-0.3199452266464503,4.632442137476045e-5
cg24999973,2.4854188523869247e-20,-0.4156239336400973,1.511502872451604e-19
cg12097989,1.8534177305990966e-24,-0.4103525988223471,1.8007762802625542e-23
cg23972860,7.804332199415867e-35,-0.4527276272007413,2.7265347811576284e-33
cg19726343,6.580224629783559e-6,-0.44899438017692744,1.0551493009867778e-5
cg24634746,5.5521881961389154e-5,-0.32077208823034437,7.67398402193611e-5
cg18795022,3.207677488054279e-33,-0.5813146700471254,8.778344058975211e-32
cg20313951,3.485450193371777e-25,-0.37068881640953477,3.5769432609477855e-24
cg21942218,1.1380136658826432e-32,-0.4491401741038593,2.669454913399e-31
cg07344096,7.213354770932105e-36,-0.3982837655704752,2.9610821334676287e-34
cg22127730,2.619982253011091e-30,-0.5771719839886266,4.8886487039138766e-29
cg18165065,1.0170914159433184e-6,-0.4404862167057773,1.825206672108119e-6
cg11734367,4.385643533493533e-21,-0.38410594746519444,2.892058908432281e-20
cg04508870,2.1581682190638447e-5,-0.33614085575168673,3.195412277459723e-5
cg19081390,1.1729093626176471e-17,-0.421825881020008,5.69122916640389e-17
cg03989270,2.613335048992551e-20,-0.34870020320294814,1.5834303138176268e-19
cg17442683,3.02454747815233e-17,-0.34668675168477947,1.39503004469835e-16
cg17489312,6.00488524690611e-10,-0.3744882513095279,1.5430393701752475e-9
cg26363759,1.432130485431709e-4,-0.3315472869011999,1.891840914785894e-4
cg06349050,1.6446412550273215e-20,-0.38414077908142374,1.0268064413516586e-19
cg24597774,1.3776447860407216e-11,-0.7467390442283202,4.0612077893695956e-11
cg12430302,1.1028316878208748e-25,-0.38187932350092396,1.2235470482445111e-24
cg21686171,7.733533643478445e-21,-0.5116572473319073,4.979789114741807e-20
cg15678052,5.832764844620198e-10,-0.44757083897454425,1.501159854994728e-9
cg21117808,2.496609884560565e-4,-0.3252200372894184,3.2026823675378494e-4
cg13871843,8.292336717713317e-9,-0.35352360256308696,1.909679788286854e-8
cg16578549,1.3498839804899487e-10,-0.619677887815487,3.69418249327416e-10
cg07388700,4.461187612674305e-10,-0.5779079594637971,1.1627412793668586e-9
cg22400059,2.3202682784266886e-5,-0.4860712149389623,3.404718957262397e-5
cg07985864,2.264911331954128e-43,-0.5886811406787925,6.198307345114464e-41
cg02634861,1.7717401782741192e-41,-0.6280013090841383,2.6447248842964582e-39
cg25463742,8.011865447949068e-5,-0.33187052273803425,1.0854358964960702e-4
cg26027690,3.7934000835660274e-10,-0.5794116029118159,9.950100538682775e-10
cg04117764,9.49956418386284e-18,-0.40894340525950706,4.656204295493368e-17
cg05304461,9.894397265321367e-13,-0.31913844661529256,3.191866465551608e-12
cg25287708,1.349093621771915e-19,-0.4846450436327558,7.586341530648919e-19
cg20462100,1.7853875183985652e-9,-0.3738849176070623,4.375531798821558e-9
cg22877366,4.825457323370547e-6,-0.31388680358333265,7.876144060610775e-6
cg16513984,2.4403767897055932e-20,-0.36088856518469115,1.4896277653147152e-19
cg15557758,1.3145679792860234e-9,-0.32317285704483273,3.265538006032754e-9
cg12481389,1.041386007919872e-30,-0.5169003451600029,2.0601877409691927e-29
cg17785202,4.655555888743144e-6,-0.41912473596037775,7.62155809503115e-6
cg24589834,5.367883423888526e-35,-0.4240823206818058,1.9161009960923828e-33
cg17596058,8.559211213707515e-7,-0.31247892512787023,1.5563925595689635e-6
cg00915214,9.776221792877476e-22,-0.3242217208576329,6.830874971874389e-21
cg11157208,3.099180640360005e-33,-0.6872741557654961,8.625177307578182e-32
cg13322252,1.3347062497969673e-7,-0.5355605354689683,2.6726678806910003e-7
cg16552271,9.855662247938044e-16,-0.3217601429996998,3.985959953476421e-15
cg14036402,8.790263033492198e-6,-0.3529235922873189,1.3851834837806324e-5
cg20149780,5.772320813363029e-4,-0.3796567105391631,7.142540147356514e-4
cg21004104,1.597590001806893e-6,-0.5797761200166173,2.8026098108620922e-6
cg22947094,6.651218063623994e-6,-0.38748036727931384,1.0639066235925349e-5
cg22711082,5.915574716034412e-14,-0.34611093769274226,2.1070224910473977e-13
cg18787437,4.310894770042969e-8,-0.40932055719191174,9.204797415358329e-8
cg05800639,1.098959005775786e-32,-0.3830645446919243,2.615203894904117e-31
cg20321265,8.563758939248364e-11,-0.43492684052660086,2.391444248000989e-10
cg08939394,4.997851627888314e-7,-0.4118270207462592,9.325536787491605e-7
cg25979543,2.1967358065046127e-7,-0.34244506686579645,4.2940954693816355e-7
cg21291759,7.596121979111779e-34,-0.5381855116152261,2.3986215941733733e-32
cg17943995,5.503002996675967e-6,-0.4126764113679713,8.928785494606657e-6
cg12610169,3.111012739807648e-23,-0.315531745808432,2.566976341087517e-22
cg12297374,1.453656312471773e-9,-0.31711091291787324,3.600156357584693e-9
cg24875000,1.9734540882885346e-33,-0.44547448581445975,5.684932654332936e-32
cg14856563,0.0049528630865288015,-0.33931379289991664,0.005699089830469721
cg00760014,1.5266808002578005e-5,-0.5099244791866786,2.3125552343388454e-5
cg20698410,2.200219149856446e-37,-0.48736246296635055,1.1289874512700889e-35
cg04928049,3.4902819682238737e-16,-0.3728333781442844,1.4808896619699225e-15
cg25141181,2.9884006387723885e-14,-0.3796266699553472,1.0880163744710115e-13
cg04932329,1.0651906021078215e-7,-0.3887499435441324,2.1593123069889415e-7
cg13100118,3.983726870844699e-6,-0.3355081538228626,6.580764106566395e-6
cg01791421,9.350489517609902e-5,-0.433396404794756,1.2595163074582e-4
cg17086204,1.0455592824390471e-22,-0.5077641675673061,8.154024195275998e-22
cg16134070,1.0471859318449278e-9,-0.453223110882101,2.6131904256677377e-9
cg17425580,1.6144527290487886e-38,-0.5451678062132104,1.1525788613470048e-36
cg08704881,3.9326999765865657e-16,-0.39675507466174315,1.6643024127719436e-15
cg24718617,5.5101142389653945e-28,-0.47599875761919547,7.799661707225154e-27
cg11834658,1.3560814135265665e-5,-0.31731140820941683,2.0713355172191835e-5
cg16583536,3.661270125687434e-12,-0.3618721898728452,1.1343029332790125e-11
cg10525720,3.665411165252589e-30,-0.38378506185145683,6.6873390370497225e-29
cg02053477,2.9867342772050266e-13,-0.37960011692163587,1.0029075016708903e-12
cg16685586,1.6774035888262241e-23,-0.359407625066568,1.4052534147207447e-22
cg01960748,1.9075946175369576e-9,-0.40073211064632003,4.661116610112626e-9
cg23259394,1.1494747371026671e-9,-0.4997552321943617,2.864093351020606e-9
cg20146241,5.324865605609357e-8,-0.40162195531707634,1.1278019847583377e-7
cg25140783,1.594239646660121e-7,-0.41630568501278425,3.1768707522037845e-7
cg17094249,7.482871316533071e-7,-0.3190197965557501,1.3728351622064025e-6
cg12446045,1.2480624098677608e-18,-0.44329655158837306,6.547343377005953e-18
cg15131146,1.0037495403399523e-7,-0.3253294224765232,2.049946200545027e-7
cg19304093,5.416429269056556e-34,-0.47991633373062403,1.7787553719581734e-32
cg25199536,3.0880532973168593e-7,-0.3345553902169318,5.937451421773165e-7
cg03604774,2.2177593528933966e-5,-0.4351725383761934,3.2659738631847147e-5
cg01115565,7.852712717260256e-13,-0.33634545026797813,2.5532978775725422e-12
cg17753162,6.423679482113962e-26,-0.4052855289474985,7.4279448659374115e-25
cg22515475,8.280731913888669e-10,-0.3552028831183742,2.101539691283647e-9
cg20013177,2.5675756329271064e-8,-0.38566497051217474,5.621278919021745e-8
cg11684541,1.892865467607919e-15,-0.33543435600562715,7.54389586847622e-15
cg25310233,2.497835710745138e-14,-0.33765454778470566,9.196067796061697e-14
cg25470758,2.8523101348043724e-13,-0.4155565518784197,9.597322215878647e-13
cg09874992,5.1814846623565636e-14,-0.46451761452826484,1.8617063053806297e-13
cg19377326,1.1604991387709738e-4,-0.3405581345753448,1.5467042093035221e-4
cg20941758,1.0133126762782882e-4,-0.33388209802779645,1.3615870822004494e-4
cg06615464,8.736919726165392e-13,-0.3367507501139775,2.824020116213302e-12
cg07947531,6.927365704420162e-22,-0.3576998961272864,4.9029027959732354e-21
cg15210307,2.33586169784997e-19,-0.4662660562051162,1.2827708721972076e-18
cg22675207,7.654283135571377e-17,-0.33244518316730853,3.40605227875561e-16
cg04311473,1.3491771459437873e-12,-0.3921618326489405,4.3184188569974635e-12
cg19082496,9.857065513729195e-7,-0.3372392427603378,1.7727603037834982e-6
cg17428913,5.121407853756318e-19,-0.42596050075408176,2.7753635959959982e-18
cg04482628,2.9623298148186924e-6,-0.4083198994807373,4.99912184576803e-6
cg02837162,1.1268495406715781e-8,-0.3404904859651148,2.5346396517571665e-8
cg11836212,4.395064352022832e-7,-0.36676252270474985,8.247652189738846e-7
cg14178083,1.0641116550250698e-20,-0.3965933348815526,6.825278662309237e-20
cg24088273,3.790097266344949e-20,-0.318344625406892,2.263032622304875e-19
cg15689121,2.6317667517355015e-36,-0.5709727958510606,1.1372002648288666e-34
cg26803725,6.125297797622746e-11,-0.4688103984745442,1.734092928223543e-10
cg18270687,3.2247111000660194e-7,-0.4181201929147683,6.185719189612621e-7
cg09071280,1.0087829737303393e-11,-0.4876381748439453,3.0116757143003944e-11
cg18154117,1.1593865454298546e-18,-0.5212951581852737,6.10164329357635e-18
cg00974095,2.2090486887484043e-10,-0.5636961243101175,5.917223404445155e-10
cg00255699,6.386988521917007e-13,-0.43089937347559654,2.089130508563292e-12
cg22016731,5.658133074507353e-16,-0.39482616909127205,2.3343353036032847e-15
cg13247117,1.9433635877587369e-19,-0.418478729113304,1.0816959359660493e-18
cg13935127,5.270885553954619e-29,-0.4039404962207446,8.485092234895573e-28
cg01074104,6.38418364811717e-38,-0.6147728338064918,3.743867696502998e-36
cg09635738,1.6245059217993864e-33,-0.34620552087177997,4.849888588353805e-32
cg09664054,1.3403390424542142e-28,-0.4727609311958557,2.076261045009264e-27
cg17220055,3.5675226575258767e-6,-0.4565736920461253,5.947078379347705e-6
cg11735008,2.4884747539096272e-5,-0.38584299412528555,3.615996058335936e-5
cg27441384,3.9239124591934166e-40,-0.5666442676813054,3.790037798820936e-38
cg07603685,4.8023094209736686e-33,-0.4794062397268343,1.2516495347998039e-31
cg06654076,5.517757655425406e-15,-0.3515259086751261,2.1318018988725923e-14
cg24250588,7.249773705476028e-7,-0.3230747012767495,1.3330490956765552e-6
cg15089806,4.1169428012938707e-10,-0.43641823457593676,1.074724972929179e-9
cg15821544,9.325076038975945e-8,-0.42345753404127373,1.9068212772102745e-7
cg25363807,7.303173192424313e-6,-0.3504210692722573,1.1597495533811143e-5
cg18022893,2.720241501275003e-5,-0.3693085928766194,3.924988176707869e-5
cg14220329,6.952141840945894e-30,-0.3956443539060061,1.2544414178937537e-28
cg24873093,1.0713128607517466e-8,-0.5749578954390753,2.4163402710911648e-8
cg02835462,2.17223511052392e-29,-0.47776561251135613,3.677123764412656e-28
cg00508158,1.032600635897367e-29,-0.46007294920612934,1.829241340242321e-28
cg25099516,1.1165326216042914e-19,-0.42600850426032133,6.300160016062703e-19
cg09814448,2.1611807950188686e-5,-0.4452290867182871,3.1969899688477315e-5
cg13394857,2.808097088226491e-34,-0.4956350593583282,9.409990650750812e-33
cg02030141,2.330346659885349e-5,-0.3009625493357762,3.4164546567247706e-5
cg12527995,4.0526823575851116e-10,-0.41273600037614083,1.0596344635596742e-9
cg08458711,6.262008502226388e-14,-0.4008013148334031,2.2207814169882787e-13
cg03646354,9.043806411265719e-28,-0.37181742088405173,1.2374941772748592e-26
cg23442217,5.324006614628759e-10,-0.4091091952410265,1.3723734476013222e-9
cg24313572,6.696710525504342e-24,-0.3894621455871988,5.911827248859209e-23
cg25764120,6.772445359844051e-28,-0.4962377890259884,9.344836370473893e-27
cg24047044,4.8539291676827996e-29,-0.48981625362788583,7.970151693335158e-28
cg19679543,1.1478346948175146e-13,-0.353069287234967,3.9846608221783487e-13
cg03724279,3.116222386190854e-16,-0.3392179937707762,1.3359888141319537e-15
cg15576338,6.023221527411403e-13,-0.5487450194464181,1.9798482207555013e-12
cg09132102,3.957377559492064e-12,-0.3928704939177341,1.2145820472310222e-11
cg11682697,1.2505528884207903e-5,-0.43611496391468196,1.9280824814900823e-5
cg20704530,3.1753826935954775e-9,-0.3957200026752601,7.567457740034504e-9
cg23844013,1.0360502109776848e-29,-0.4335112142529331,1.829241340242321e-28
cg13047196,4.408763396419758e-12,-0.5021450883398937,1.3455742559333165e-11
cg13060236,3.4659066851246503e-4,-0.3800974973232264,4.3980052372292707e-4
cg15131883,3.720825191101652e-20,-0.44996500270482004,2.2297791838645664e-19
cg01771213,3.3129814460600965e-29,-0.47167513060424704,5.550934218806814e-28
cg18270820,2.9865184582465224e-22,-0.38116916704996473,2.2290287765639953e-21
cg04910179,5.940368673557056e-26,-0.4981199401178098,6.917791036865735e-25
cg18174779,5.851236326003968e-12,-0.3779707112415957,1.7693793825595794e-11
cg18231025,3.242129005064928e-4,-0.38327381521539133,4.133211045276873e-4
cg26607258,6.280600192694603e-6,-0.5214870819864845,1.0130398346173417e-5
cg15594444,1.0589535070492595e-8,-0.5753812603854884,2.3950436068524574e-8
cg07381872,9.327145259173756e-12,-0.3388690190550898,2.7896489099386715e-11
cg25001190,3.982278363183082e-8,-0.4790634465857096,8.558771037102906e-8
cg15835664,5.009486799262905e-7,-0.4931359209155803,9.336637144596697e-7
cg19896129,1.2315376013581834e-4,-0.3491269116242699,1.6360717972735737e-4
cg25839727,8.330203374065528e-20,-0.347330321806759,4.833284077814698e-19
cg07203817,7.037347106325847e-23,-0.37605165786841543,5.555444206051462e-22
cg19320261,1.0038857943913805e-9,-0.37711455611470607,2.512775113400376e-9
cg15209277,1.029281165087322e-23,-0.40642469689480365,8.848584675776873e-23
cg21850722,6.0146218710712704e-06,-0.3673186563017657,9.720481409743136e-6
cg08036553,9.796184830159943e-6,-0.4037176705780134,1.5304791142837895e-5
cg11750112,2.905428779063416e-4,-0.37512466534487776,3.709730991619074e-4
cg17181043,3.407332609556347e-12,-0.4541662377157184,1.059628815320364e-11
cg25210796,1.6729267846160314e-8,-0.36875574393613486,3.6971006464865726e-8
cg07959978,9.666816166492459e-7,-0.35365854440998035,1.7434430525892052e-6
cg00292636,6.368018157660192e-34,-0.48333748080135025,2.0502521205643204e-32
cg09018107,1.3745549583256458e-30,-0.4645239716000891,2.655316754789071e-29
cg07093570,2.3940387688374523e-8,-0.3641255504558658,5.255363179720718e-8
cg25939869,2.2972242925064048e-17,-0.47835162613775073,1.0716029228112264e-16
cg03946297,1.9870241699298602e-9,-0.37728498467428256,4.847984676114161e-9
cg12603671,6.863526859069824e-10,-0.5074904657114252,1.7581764590628161e-9
cg15553840,7.400312122551331e-24,-0.4524985580307907,6.429265875782691e-23
cg06204629,3.3245444116356393e-22,-0.35379689692913086,2.4479380824689327e-21
cg22708339,1.2938192976862192e-5,-0.35897358610384433,1.9873258061747164e-5
cg25312440,3.769205098838819e-5,-0.3108653484621372,5.339978233212546e-5
cg07163168,6.216178751338039e-13,-0.585309603433276,2.037318465009393e-12
cg03761543,3.9010797442479076e-20,-0.36323253865193794,2.312481205796052e-19
cg05347985,5.179472678942237e-29,-0.4656136237587086,8.420489246359555e-28
cg21609706,4.417061595109998e-5,-0.305749240414409,6.188408821817932e-5
cg15997518,1.2108585291976298e-9,-0.3378793553017303,3.012469249912891e-9
cg14044464,6.78032844780171e-33,-0.4296468807627732,1.7128152786600626e-31
cg15393179,3.856820919322714e-24,-0.4569896587920234,3.557808960408931e-23
cg23639773,5.043392521388361e-24,-0.45567692492808654,4.525273508262125e-23
cg22529952,1.0537550127995938e-14,-0.3015098422265276,4.014537658972002e-14
cg15876968,2.8098947687113044e-5,-0.41379819981590504,4.033083225720247e-5
cg22372968,3.662626469758876e-8,-0.4097308218441736,7.892431316724506e-8
cg16596317,1.833291453389748e-5,-0.5920996247744913,2.739094237002699e-5
