"ENTREZID","SYMBOL","TXNAME","TXID","TXCHROM","TXSTART","TXEND"
"8722","CTSF",44535,"uc001oip.3","chr11",66330935,66336047
"9404","LPXN",44198,"uc001nmw.3","chr11",58294344,58343390
"11211","FZD10",47378,"uc001uii.3","chr12",130647004,130650285
"11213","IRAK3",46642,"uc001stg.2","chr12",66582978,66591997
"27198","HCAR1",49217,"uc001ucz.3","chr12",123212153,123215129
"3071","NCKAP1L",46386,"uc001sgc.4","chr12",54891495,54936899
"55743","CHFR",49329,"uc001ulc.1","chr12",133416938,133454240
"6337","SCNN1A",47548,"uc001qnv.3","chr12",6456009,6473313
"6404","SELPLG",48926,"uc010sxe.2","chr12",109015680,109025854
"81575","APOLD1",45825,"uc001rau.4","chr12",12878851,12944399
"10810","WASF3",49432,"uc001uqv.3","chr13",27131840,27263082
"115761","ARL11",49636,"uc001vdf.2","chr13",50202435,50208008
"4752","NEK3",50409,"uc001vgh.3","chr13",52706779,52731620
"8100","IFT88",49361,"uc001unh.3","chr13",21141208,21265576
"81617","CAB39L",50355,"uc001vcw.3","chr13",49882786,49975735
"10538","BATF",51710,"uc001xrr.3","chr14",75988784,76013334
"2581","GALC",53146,"uc010tvw.1","chr14",88304164,88446992
"29986","SLC39A2",50775,"uc001vyr.3","chr14",21467414,21470034
"64093","SMOC1",51581,"uc001xls.2","chr14",70346114,70499083
"56965","PARP6",56238,"uc002aua.3","chr15",72533522,72558332
"57538","ALPK3",54897,"uc002ble.3","chr15",85359911,85416713
"23491","CES3",58159,"uc002eqt.3","chr16",66995132,67009052
"26471","NUPR1",59307,"uc002dqd.1","chr16",28548662,28550495
"27040","LAT",57643,"uc002dsb.3","chr16",28995526,29002104
"113277","TMEM106A",61251,"uc002idn.1","chr17",41363894,41371589
"2123","EVI2A",63107,"uc002hgl.3","chr17",29643428,29648767
"2302","FOXJ1",64343,"uc002jqx.3","chr17",74132415,74137380
"25984","KRT23",63426,"uc002hvm.1","chr17",39078952,39093836
"3213","HOXB3",63810,"uc002inn.3","chr17",46626232,46630236
"3214","HOXB4",63817,"uc002inp.3","chr17",46652869,46655743
"3216","HOXB6",63820,"uc002ins.1","chr17",46673099,46682334
"55106","SLFN12",63158,"uc002hji.4","chr17",33738081,33759543
"6776","STAT5A",61177,"uc002hzj.2","chr17",40439565,40463960
"83871","RAB34",63026,"uc002hce.2","chr17",27041299,27044908
"84366","PRAC1",63827,"uc002iny.3","chr17",46799082,46799882
"10172","ZNF256",70436,"uc002qqu.3","chr19",58452201,58459077
"116844","LRG1",68365,"uc002mau.3","chr19",4537227,4540036
"126123","IZUMO2",69964,"uc002prp.1","chr19",50655805,50666538
"140612","ZFP28",68016,"uc002qni.3","chr19",57050317,57064504
"148268","ZNF570",66967,"uc010efl.1","chr19",37958674,37976242
"162972","ZNF550",70412,"uc002qpc.4","chr19",58053204,58071231
"163183","SYNE4",69219,"uc021utd.1","chr19",36494002,36499593
"256051","ZNF549",68062,"uc002qpa.2","chr19",58038693,58052244
"25850","ZNF345",66930,"uc002oex.3","chr19",37341260,37370477
"26974","ZNF285",69605,"uc010xxa.2","chr19",44889808,44901421
"27300","ZNF544",68123,"uc010eun.1","chr19",58740070,58771159
"348327","ZNF530",68068,"uc002qpk.2","chr19",58111253,58119637
"388536","ZNF790",69269,"uc021utk.1","chr19",37309224,37328929
"55786","ZNF415",70189,"uc002qau.3","chr19",53611132,53636171
"57343","ZNF304",68041,"uc010etw.3","chr19",57862645,57871265
"57573","ZNF471",68015,"uc002qnh.3","chr19",57019212,57040269
"59348","ZNF350",70116,"uc002pyd.3","chr19",52467593,52490079
"65982","ZSCAN18",70441,"uc002qrj.3","chr19",58595209,58601753
"684","BST2",68870,"uc002ngl.3","chr19",17513755,17516384
"7693","ZNF134",68071,"uc002qpn.2","chr19",58125830,58133636
"79891","ZNF671",70420,"uc002qpz.4","chr19",58231119,58238995
"80199","FUZ",69913,"uc002ppq.2","chr19",50310124,50316567
"8190","MIA",67097,"uc021uuu.1","chr19",41281082,41283398
"828","CAPS",66018,"uc002mdt.3","chr19",5914193,5916222
"84765","ZNF577",70108,"uc010ydd.2","chr19",52359056,52391189
"8857","FCGBP",69405,"uc002omp.4","chr19",40353963,40440533
"9422","ZNF264",68030,"uc002qob.3","chr19",57702868,57734214
"150696","PROM2",8853,"uc002suh.2","chr2",95940201,95957055
"165545","DQX1",11412,"uc002smc.3","chr2",74745258,74750664
"2281","FKBP1B",8109,"uc002rer.3","chr2",24272584,24286550
"55258","THNSL2",8820,"uc002ssw.4","chr2",88469814,88486156
"6819","SULT1C2",9022,"uc010ywp.1","chr2",108905095,108922138
"79582","SPAG16",10121,"uc002veo.4","chr2",214149103,214182709
"84450","ZNF512",8210,"uc002rla.4","chr2",27805836,27846082
"84620","ST6GAL2",11729,"uc002tdq.3","chr2",107418056,107502610
"9938","ARHGAP25",8577,"uc010yqk.2","chr2",68906746,69043443
"10110","SGK2",71079,"uc002xkq.1","chr20",42168791,42198156
"10544","PROCR",70934,"uc002xbt.3","chr20",33759774,33765165
"26013","L3MBTL1",71072,"uc010zwh.2","chr20",42136320,42170535
"26051","PPP1R16B",71042,"uc010ggb.1","chr20",37434348,37459230
"655","BMP7",72358,"uc010gip.1","chr20",55743809,55841707
"53820","RIPPLY3",72715,"uc010gnd.3","chr21",38378450,38391958
"54097","FAM3B",72792,"uc011aeq.2","chr21",42676177,42718276
"64699","TMPRSS3",73339,"uc002zay.2","chr21",43791996,43803860
"7031","TFF1",73338,"uc002zax.1","chr21",43782391,43786644
"84221","SPATC1L",73445,"uc002zii.3","chr21",47581062,47604373
"27350","APOBEC3C",74099,"uc003awr.3","chr22",39410265,39414825
"4689","NCF4",74021,"uc003apy.4","chr22",37257030,37274059
"116832","RPL39L",17212,"uc003fre.1","chr3",186838741,186857263
"1475","CSTA",14401,"uc003eex.3","chr3",122044011,122060815
"275","AMT",15879,"uc011bcn.2","chr3",49454211,49459884
"3059","HCLS1",16504,"uc003eeh.4","chr3",121350246,121379791
"4291","MLF1",14816,"uc003fbx.3","chr3",158288953,158324249
"51066","SSUH2",15270,"uc003bqt.4","chr3",8661086,8686484
"57415","C3orf14",14021,"uc003dlf.3","chr3",62304711,62319320
"5947","RBP1",16787,"uc003eti.2","chr3",139236276,139258671
"5948","RBP2",16786,"uc003eth.3","chr3",139171726,139195352
"6596","HLTF",16855,"uc003ewq.1","chr3",148747904,148804341
"79442","LRRC2",15698,"uc010hji.3","chr3",46556878,46608040
"8309","ACOX2",16133,"uc003dkl.3","chr3",58490863,58522929
"8618","CADPS",16158,"uc003dlj.1","chr3",62384021,62467544
"89857","KLHL6",17134,"uc003flr.3","chr3",183205319,183273499
"91392","ZNF502",13658,"uc003cns.3","chr3",44754135,44765323
"95","ACY1",13892,"uc011beb.2","chr3",52017300,52022246
"1950","EGF",18358,"uc003hzy.4","chr4",110834040,110934118
"27071","DAPP1",18291,"uc011cek.2","chr4",100737981,100785442
"3426","CFI",19781,"uc003hzq.3","chr4",110661848,110683747
"79884","MAP9",20060,"uc003ios.3","chr4",156263812,156298122
"84179","MFSD7",18877,"uc003gaw.3","chr4",675618,678890
"1160","CKMT2",20912,"uc003khc.4","chr5",80529139,80562217
"134285","TMEM171",20805,"uc003kcm.2","chr5",72416388,72427644
"153572","IRX2",22073,"uc003jda.3","chr5",2746279,2751769
"340061","TMEM173",23024,"uc003lep.3","chr5",138855113,138862343
"51237","MZB1",23012,"uc003lei.3","chr5",138723257,138725605
"56133","PCDHB2",21432,"uc003lil.3","chr5",140474237,140476964
"79628","SH3TC2",23186,"uc003lpp.1","chr5",147929700,148442737
"8382","NME5",22973,"uc003lce.3","chr5",137450861,137475132
"8572","PDLIM4",21210,"uc003kwn.3","chr5",131593351,131609147
"91975","ZNF300",23240,"uc021yfx.1","chr5",150273954,150284545
"26240","FAM50B",23683,"uc003mvu.3","chr6",3849632,3851551
"29113","C6orf15",26224,"uc003nsk.1","chr6",31079000,31080332
"3303","HSPA1A",24310,"uc003nxj.3","chr6",31783291,31785719
"5169","ENPP3",25333,"uc010kfn.1","chr6",131949582,131997941
"55510","DDX43",24988,"uc011dyn.1","chr6",74104285,74117824
"5754","PTK7",24730,"uc003oua.4","chr6",43044006,43101459
"60481","ELOVL5",26892,"uc003pbq.1","chr6",53132196,53213587
"8528","DDO",27273,"uc003puc.3","chr6",110713383,110736753
"1124","CHN2",28174,"uc011jzs.2","chr7",29186200,29553944
"140453","MUC17",29076,"uc003uxp.1","chr7",100663364,100702140
"24146","CLDN15",31076,"uc003uyg.2","chr7",100875373,100881227
"26157","GIMAP2",29804,"uc003who.3","chr7",150382794,150390728
"29881","NPC1L1",30426,"uc003tla.3","chr7",44552135,44560726
"3205","HOXA9",30190,"uc003syt.3","chr7",27202057,27205149
"4885","NPTX2",28925,"uc003upl.2","chr7",98246597,98259181
"55607","PPP1R9A",28895,"uc003unp.3","chr7",94536949,94925727
"563","AZGP1",30974,"uc003ush.3","chr7",99564350,99573735
"6608","SMO",29424,"uc003vor.3","chr7",128828713,128853385
"6916","TBXAS1",29558,"uc003vvh.3","chr7",139478047,139720125
"79027","ZNF655",28954,"uc003urc.3","chr7",99156045,99162328
"7978","MTERF1",30835,"uc010let.1","chr7",91431460,91510016
"84433","CARD11",29979,"uc003smv.3","chr7",2945710,3083509
"10","NAT2",31944,"uc003wyw.1","chr8",18248755,18258723
"137835","TMEM71",34080,"uc003ytm.2","chr8",133722192,133759360
"55039","TRMT12",32790,"uc003yra.4","chr8",125463048,125465266
"5569","PKIA",32515,"uc003yba.3","chr8",79428336,79517502
"57094","CPA6",33569,"uc003xxq.4","chr8",68334405,68658620
"6503","SLA",34083,"uc011ljd.2","chr8",134048973,134072603
"1056","CEL",35632,"uc010naa.2","chr9",135937365,135947250
"23452","ANGPTL2",37152,"uc004bqr.1","chr9",129849628,129885044
"27240","SIT1",36229,"uc003zxe.1","chr9",35649297,35650947
"286336","FAM78A",37285,"uc004caj.3","chr9",134133465,134145880
"56654","NPDC1",37493,"uc004cks.2","chr9",139933909,139938544
"64170","CARD9",37423,"uc004chg.3","chr9",139257441,139268133
"7185","TRAF1",37042,"uc011lyg.2","chr9",123664671,123676850
"7539","ZFP37",36943,"uc004bgm.1","chr9",115804174,115818996
