"ENTREZID","SYMBOL","TXNAME","TXID","TXCHROM","TXSTART","TXEND"
"5800","PTPRO",45861,"uc001rcu.2","chr12",15475191,15669997
"6489","ST8SIA1",47860,"uc001rfo.4","chr12",22346325,22487648
"775","CACNA1C",45507,"uc001qjz.2","chr12",2162416,2807115
"79738","BBS10",48659,"uc001syd.1","chr12",76738266,76742222
"80212","CCDC92",49256,"uc001ufv.1","chr12",124420955,124430108
"8074","FGF23",47529,"uc001qmq.1","chr12",4477393,4488894
"8092","ALX1",46781,"uc001tae.4","chr12",85674036,85695561
"81575","APOLD1",45825,"uc001rau.4","chr12",12878851,12944399
"84519","ACRBP",47583,"uc001qpt.1","chr12",6747242,6748017
"8825","LIN7A",48678,"uc001szj.1","chr12",81191171,81331694
"9971","NR1H4",46906,"uc001thp.2","chr12",100867551,100957645
"10810","WASF3",49432,"uc001uqv.3","chr13",27131840,27263082
"1361","CPB2",50314,"uc001vaw.3","chr13",46627322,46679211
"220108","FAM124A",49675,"uc001vfe.3","chr13",51796470,51827717
"2322","FLT3",50097,"uc001urw.3","chr13",28577411,28674729
"26050","SLITRK5",49796,"uc001vln.3","chr13",88324870,88331870
"26524","LATS2",50032,"uc009zzs.3","chr13",21547176,21634429
"3936","LCP1",50316,"uc010ack.3","chr13",46700058,46717015
"4752","NEK3",50409,"uc001vgh.3","chr13",52706779,52731620
"5100","PCDH8",50427,"uc001vhi.3","chr13",53418109,53422775
"5457","POU4F1",50499,"uc001vkv.3","chr13",79173230,79177695
"57105","CYSLTR2",49611,"uc001vck.2","chr13",49280953,49283498
"64881","PCDH20",50444,"uc001vid.4","chr13",61983819,61989655
"6564","SLC15A1",50574,"uc001vno.3","chr13",99336055,99404929
"7750","ZMYM2",49351,"uc001umq.3","chr13",20532810,20594095
"81617","CAB39L",50355,"uc001vcw.3","chr13",49882786,49975735
"84935","MEDAG",49470,"uc001uth.4","chr13",31480312,31499709
"8874","ARHGEF7",49914,"uc001vrr.2","chr13",111767624,111947542
"1113","CHGA",51878,"uc001ybc.4","chr14",93389445,93401638
"114088","TRIM9",52761,"uc001wyx.4","chr14",51441981,51562422
"145226","RDH12",51544,"uc001xjz.4","chr14",68168603,68201168
"145258","GSC",53376,"uc001ydu.3","chr14",95234560,95236499
"145270","PRIMA1",53340,"uc001ybw.1","chr14",94184644,94254766
"145282","MIPOL1",51215,"uc010amr.2","chr14",37667118,37976989
"1734","DIO2",53123,"uc001xut.3","chr14",80663868,80677868
"1735","DIO3",52128,"uc021sdx.1","chr14",102027688,102029789
"2290","FOXG1",51145,"uc001wqe.4","chr14",29236278,29239483
"2581","GALC",53146,"uc010tvw.1","chr14",88304164,88446992
"26257","NKX2-8",52666,"uc001wtx.3","chr14",37049216,37051786
"29986","SLC39A2",50775,"uc001vyr.3","chr14",21467414,21470034
"3306","HSPA2",51489,"uc001xhk.4","chr14",65007186,65009954
"5083","PAX9",51212,"uc001wty.4","chr14",37126773,37147011
"51310","SLC22A17",52490,"uc001wjl.3","chr14",23815527,23821660
"54207","KCNK10",53188,"uc001xwm.3","chr14",88646452,88737255
"5587","PRKD1",52603,"uc001wqh.3","chr14",30045687,30396899
"56659","KCNK13",51839,"uc001xye.1","chr14",90528108,90652195
"56967","C14orf132",51942,"uc001yff.4","chr14",96505661,96560226
"57161","PELI2",51364,"uc001xch.3","chr14",56585093,56768031
"5729","PTGDR",51320,"uc001wzq.3","chr14",52734431,52743442
"6037","RNASE3",50765,"uc001vyj.3","chr14",21359562,21360507
"64093","SMOC1",51581,"uc001xls.2","chr14",70346114,70499083
"6495","SIX1",52863,"uc001xfb.4","chr14",61111417,61116155
"7080","NKX2-1",52663,"uc001wtt.3","chr14",36985604,36988903
"8814","CDKL1",52742,"uc001wxz.3","chr14",50796720,50862642
"90135","BTBD6",52249,"uc010tyq.2","chr14",105714879,105717430
"10021","HCN4",56272,"uc002avp.3","chr15",73612200,73661605
"1136","CHRNA3",56432,"uc010blg.2","chr15",78885395,78889074
"176","ACAN",54943,"uc002bmx.3","chr15",89346674,89394755
"2242","FES",54993,"uc002bpv.3","chr15",91427665,91439006
"2252","FGF7",54158,"uc001zxn.3","chr15",49715375,49779523
"2562","GABRB3",55378,"uc021sgg.1","chr15",26788694,26874237
"3067","HDC",55788,"uc001zxy.3","chr15",50534146,50545502
"3175","ONECUT1",55940,"uc031qsb.1","chr15",53049160,53073081
"3603","IL16",54791,"uc002bgc.2","chr15",81475093,81585378
"366","AQP9",54246,"uc010ugx.1","chr15",58430395,58478110
"4948","OCA2",55384,"uc001zbh.4","chr15",28000023,28344458
"50804","MYEF2",55758,"uc001zwg.4","chr15",48431629,48442183
"55329","MNS1",55983,"uc010bfo.2","chr15",56720929,56756445
"6017","RLBP1",56624,"uc002bnl.3","chr15",89753098,89764922
"64220","STRA6",56293,"uc002axi.3","chr15",74471808,74488630
"6447","SCG5",53857,"uc001zgz.2","chr15",32933870,32989298
"83464","APH1B",54413,"uc002ama.3","chr15",63569749,63601325
"8854","ALDH1A2",55996,"uc002aew.3","chr15",58245622,58306295
"9153","SLC28A2",54108,"uc001zva.2","chr15",45544428,45568132
"9915","ARNT2",54777,"uc002bfq.3","chr15",80696692,80767902
"1009","CDH11",59639,"uc010cdn.3","chr16",64980683,65038944
"10164","CHST4",58380,"uc002fan.3","chr16",71560023,71572493
"10265","IRX5",57952,"uc010cca.1","chr16",54965111,54966815
"10573","MRPL28",58730,"uc002cgs.2","chr16",417384,420569
"117166","WFIKKN1",56943,"uc002cht.1","chr16",681012,684116
"123970","C16orf78",57896,"uc002efr.3","chr16",49407808,49433319
"1339","COX6A2",59450,"uc002ebx.2","chr16",31439052,31439749
"23491","CES3",58159,"uc002eqt.3","chr16",66995132,67009052
"26471","NUPR1",59307,"uc002dqd.1","chr16",28548662,28550495
"2775","GNAO1",57974,"uc002eit.4","chr16",56225251,56382111
"3049","HBQ1",56900,"uc002cfz.3","chr16",230333,231178
"30812","SOX8",56987,"uc002ckn.3","chr16",1031808,1036979
"398","ARHGDIG",56906,"uc002cgm.1","chr16",330606,333368
"4261","CIITA",57308,"uc002dag.2","chr16",10971055,11002744
"4504","MT3",57980,"uc002ejf.3","chr16",56623267,56625000
"65009","NDRG4",58089,"uc002enk.3","chr16",58497549,58547523
"81831","NETO2",59496,"uc002eeq.2","chr16",47115431,47143622
"83657","DYNLRB2",58457,"uc002ffo.3","chr16",80574854,80584541
"85445","CNTNAP4",58429,"uc002feu.1","chr16",76311176,76593135
"8651","SOCS1",59038,"uc002dar.1","chr16",11348274,11350039
"9074","CLDN6",58880,"uc002csu.4","chr16",3064713,3068188
"9956","HS3ST2",57511,"uc002dli.3","chr16",22825860,22927659
"10140","TOB1",63890,"uc002isw.3","chr17",48939587,48943715
"10266","RAMP2",61210,"uc002ibg.3","chr17",40913212,40915060
"10462","CLEC10A",62578,"uc002gej.3","chr17",6977856,6983600
"10642","IGF2BP1",61485,"uc002iom.3","chr17",47074774,47133507
"113277","TMEM106A",61251,"uc002idn.1","chr17",41363894,41371589
"1236","CCR7",63406,"uc002huw.3","chr17",38710022,38721736
"124989","EFCAB13",61429,"uc002ill.1","chr17",45401142,45452332
"146722","CD300LF",64228,"uc002jlf.3","chr17",72690452,72701516
"1949","EFNB3",60395,"uc002gis.3","chr17",7608520,7614693
"2124","EVI2B",63104,"uc002hgk.2","chr17",29630788,29641130
"22843","PPM1E",61674,"uc002iwx.4","chr17",56833230,57062540
"2302","FOXJ1",64343,"uc002jqx.3","chr17",74132415,74137380
"23415","KCNH4",63522,"uc002hzb.2","chr17",40308910,40333296
"23591","FAM215A",61268,"uc010wiq.1","chr17",41994576,41995355
"25984","KRT23",63426,"uc002hvm.1","chr17",39078952,39093836
"3131","HLF",61619,"uc002iug.1","chr17",53342321,53402426
"3214","HOXB4",63817,"uc002inp.3","chr17",46652869,46655743
"388394","RPRML",63771,"uc002ilb.3","chr17",45055522,45056614
"4628","MYH10",62703,"uc002gll.4","chr17",8377523,8534079
"4804","NGFR",61495,"uc002ioz.4","chr17",47572655,47592382
"4884","NPTX1",64444,"uc002jyp.1","chr17",78440633,78450404
"5376","PMP22",62766,"uc002goj.3","chr17",15133096,15164093
"5881","RAC3",62237,"uc002kdf.3","chr17",79989532,79992080
"5889","RAD51C",61668,"uc031rdi.1","chr17",56769963,56772241
"6532","SLC6A4",63085,"uc010csg.4","chr17",28521337,28538442
"6752","SSTR2",61882,"uc002jje.3","chr17",71161160,71168062
"6776","STAT5A",61177,"uc002hzj.2","chr17",40439565,40463960
"752","FMNL1",61331,"uc002iin.3","chr17",43299292,43324683
"762","CA4",61710,"uc002iym.4","chr17",58227302,58236906
"8153","RND2",61240,"uc002icn.3","chr17",41177258,41184058
"84366","PRAC1",63827,"uc002iny.3","chr17",46799082,46799882
"84440","RAB11FIP4",60871,"uc002hgn.1","chr17",29718642,29865232
"91607","SLFN11",63153,"uc002hjg.4","chr17",33677329,33700720
"91608","RASL10B",60951,"uc002hju.3","chr17",34058679,34070540
"9423","NTN1",60451,"uc002glw.4","chr17",8924859,9147317
"9902","MRC2",61749,"uc002jad.4","chr17",60704762,60770962
"1825","DSC3",65381,"uc002kwi.4","chr18",28570052,28622781
"284252","KCTD1",65364,"uc010xbj.3","chr18",24034874,24128500
"5271","SERPINB8",65069,"uc002ljs.1","chr18",61627474,61649072
"6563","SLC14A1",64911,"uc002lbf.4","chr18",43304092,43332485
"80206","FHOD3",64876,"uc002kzr.1","chr18",33877702,34291432
"8715","NOL4",65410,"uc010xbs.2","chr18",31431064,31628576
"9050","PSTPIP2",65477,"uc002lbp.4","chr18",43563502,43652250
"92126","DSEL",65704,"uc002lke.1","chr18",65173819,65183967
"10172","ZNF256",70436,"uc002qqu.3","chr19",58452201,58459077
"11136","SLC7A9",69092,"uc002ntt.4","chr19",33321419,33359465
"115290","FBXO17",69371,"uc002okf.1","chr19",39432042,39443327
"1158","CKM",69629,"uc002pbd.4","chr19",45809671,45826235
"126014","OSCAR",70223,"uc002qcy.3","chr19",54597933,54604242
"126129","CPT1C",67564,"uc002ppl.4","chr19",50194365,50215600
"126433","FBXO27",69373,"uc002okh.3","chr19",39514663,39523198
"1311","COMP",68923,"uc002nkd.3","chr19",18893583,18902083
"140612","ZFP28",68016,"uc002qni.3","chr19",57050317,57064504
"148113","CILP2",66633,"uc002nmv.4","chr19",19649074,19657468
"148213","ZNF681",69069,"uc002nrj.4","chr19",23921997,23941693
"1613","DAPK3",68332,"uc002lzb.1","chr19",3958452,3961838
"162972","ZNF550",70412,"uc002qpc.4","chr19",58053204,58071231
"163071","ZNF114",67418,"uc002pil.1","chr19",48773356,48790863
"163115","ZNF781",69293,"uc002ogy.2","chr19",38158650,38183216
"1820","ARID3A",65803,"uc002lql.3","chr19",926037,972803
"199675","MCEMP1",66084,"uc002mhh.1","chr19",7741943,7744719
"256051","ZNF549",68062,"uc002qpa.2","chr19",58038693,58052244
"25789","TMEM59L",66592,"uc010ebu.1","chr19",18723682,18728719
"2593","GAMT",68211,"uc002lsj.4","chr19",1397025,1401569
"26974","ZNF285",69605,"uc010xxa.2","chr19",44889808,44901421
"27036","SIGLEC7",67645,"uc002pvv.1","chr19",51645558,51656783
"2769","GNA15",65907,"uc010xhf.1","chr19",3136191,3150538
"2867","FFAR2",66849,"uc010eea.3","chr19",35940617,35942669
"2872","MKNK2",68257,"uc002luq.1","chr19",2037470,2042079
"3337","DNAJB1",68771,"uc002myz.1","chr19",14625582,14629201
"3386","ICAM4",66196,"uc002mnr.2","chr19",10397643,10399260
"344","APOC2",67287,"uc021uvn.1","chr19",45451542,45452652
"3589","IL11",70353,"uc002qks.2","chr19",55875750,55881831
"3903","LAIR1",70286,"uc002qfk.1","chr19",54865235,54876721
"4145","MATK",68324,"uc002lyt.3","chr19",3777967,3786415
"4854","NOTCH3",68798,"uc002nan.3","chr19",15270444,15311792
"51171","HSD17B14",69849,"uc002pkv.1","chr19",49316274,49339934
"51477","ISYNA1",68909,"uc002nja.2","chr19",18545198,18548119
"55422","ZNF331",67741,"uc002qbx.1","chr19",54024177,54083523
"5650","KLK7",70021,"uc002puo.3","chr19",51479735,51487071
"57343","ZNF304",68041,"uc010etw.3","chr19",57862645,57871265
"57664","PLEKHA4",69851,"uc002pkx.3","chr19",49340354,49371884
"59348","ZNF350",70116,"uc002pyd.3","chr19",52467593,52490079
"64344","HIF3A",67349,"uc002pef.2","chr19",46800303,46815969
"6543","SLC8A2",69747,"uc010ele.3","chr19",47931279,47969676
"65982","ZSCAN18",70441,"uc002qrj.3","chr19",58595209,58601753
"7137","TNNI3",70319,"uc002qjg.4","chr19",55663136,55668957
"7561","ZNF14",68983,"uc002nnk.1","chr19",19821281,19843921
"7693","ZNF134",68071,"uc002qpn.2","chr19",58125830,58133636
"79187","FSD1",65956,"uc010xie.2","chr19",4304591,4311574
"79603","CERS4",66121,"uc002mjg.3","chr19",8274217,8327304
"79673","ZNF329",70449,"uc010euk.1","chr19",58637619,58662148
"79816","TLE6",65903,"uc002lwt.2","chr19",2977536,2995182
"80110","ZNF614",70124,"uc002pyi.4","chr19",52516018,52531680
"80199","FUZ",69913,"uc002ppq.2","chr19",50310124,50316567
"8174","MADCAM1",65768,"uc002los.3","chr19",496490,505343
"8190","MIA",67097,"uc021uuu.1","chr19",41281082,41283398
"84765","ZNF577",70108,"uc010ydd.2","chr19",52359056,52391189
"89790","SIGLEC10",70074,"uc002pwo.3","chr19",51913275,51921057
"92840","REEP6",65855,"uc010xgp.2","chr19",1491165,1496180
"93343","MVB12A",66527,"uc002ngn.1","chr19",17530912,17532022
"9422","ZNF264",68030,"uc002qob.3","chr19",57702868,57734214
"9534","ZNF254",66690,"uc010xrk.2","chr19",24216247,24312654
"9592","IER2",66352,"uc002mwr.3","chr19",13261282,13265718
"10736","SIX2",11071,"uc002ruo.3","chr2",45232324,45236542
"10791","VAMP5",8774,"uc002spu.1","chr2",85811531,85820511
"130132","RFTN2",12510,"uc002uuo.4","chr2",198435527,198540584
"1496","CTNNA2",8741,"uc010yse.2","chr2",79412357,80875988
"150696","PROM2",8853,"uc002suh.2","chr2",95940201,95957055
"1545","CYP1B1",10989,"uc002rqo.2","chr2",38294746,38303323
"1745","DLX1",9647,"uc010fqj.1","chr2",172950208,172951866
"1803","DPP4",12179,"uc002ubz.3","chr2",162848755,162931052
"2281","FKBP1B",8109,"uc002rer.3","chr2",24272584,24286550
"2487","FRZB",12420,"uc002upa.2","chr2",183698005,183731498
"2637","GBX2",12939,"uc002vvw.1","chr2",237074307,237076652
"2646","GCKR",8206,"uc002rky.3","chr2",27719706,27746550
"27302","BMP10",11279,"uc002sez.1","chr2",69092613,69098649
"2888","GRB14",12193,"uc010zcv.2","chr2",165349323,165425017
"316","AOX1",9907,"uc002uvx.3","chr2",201450731,201536217
"3176","HNMT",9414,"uc002tvd.3","chr2",138721808,138725014
"3235","HOXD9",9698,"uc010zex.2","chr2",176987413,176989645
"3237","HOXD11",9695,"uc010fqx.3","chr2",176969250,176974316
"3488","IGFBP5",12712,"uc002vgj.4","chr2",217536828,217560272
"3623","INHA",10263,"uc002vmk.2","chr2",220436954,220440435
"3625","INHBB",9232,"uc002tmn.2","chr2",121103719,121109383
"3790","KCNS3",8090,"uc002rcv.3","chr2",18059114,18114225
"4760","NEUROD1",12411,"uc002uof.4","chr2",182540833,182545392
"5455","POU3F3",9004,"uc010ywg.2","chr2",105471969,105473471
"547","KIF1A",13011,"uc002vzw.3","chr2",241653181,241664266
"55679","LIMS2",11891,"uc002tov.3","chr2",128395996,128401685
"56475","RPRM",12105,"uc002tyq.1","chr2",154333852,154335322
"56603","CYP26B1",11340,"uc010yra.1","chr2",72356367,72371544
"6160","RPL31",8956,"uc002taq.4","chr2",101618691,101622885
"6364","CCL20",10317,"uc002vpl.2","chr2",228678558,228682280
"64838","FNDC4",10897,"uc002rkx.3","chr2",27714750,27718126
"7145","TNS1",12717,"uc002vgq.2","chr2",218664512,218678739
"785","CACNB4",12089,"uc002txy.3","chr2",152689286,152830485
"79582","SPAG16",10121,"uc002veo.4","chr2",214149103,214182709
"79623","GALNT14",10926,"uc002rnq.3","chr2",31133331,31352506
"79853","TM4SF20",12856,"uc002vpb.2","chr2",228226874,228244022
"80704","SLC19A3",12859,"uc002vpi.3","chr2",228549926,228582745
"81615","TMEM163",12001,"uc002ttx.3","chr2",135213330,135476571
"83439","TCF7L1",8756,"uc002soy.3","chr2",85360583,85537511
"84168","ANTXR1",8585,"uc002sfd.2","chr2",69240276,69330575
"84450","ZNF512",8210,"uc002rla.4","chr2",27805836,27846082
"84620","ST6GAL2",11729,"uc002tdq.3","chr2",107418056,107502610
"8609","KLF7",12616,"uc010zix.2","chr2",207938862,207998861
"8745","ADAM23",10063,"uc002vbq.4","chr2",207308368,207485854
"926","CD8B",11534,"uc002srw.3","chr2",87042460,87089047
"9486","CHST10",11687,"uc002tam.3","chr2",101008322,101034130
"9839","ZEB2",12038,"uc002tvu.3","chr2",145141942,145277958
"10110","SGK2",71079,"uc002xkq.1","chr20",42168791,42198156
"1299","COL9A3",71435,"uc002ydm.3","chr20",61448414,61472511
"140885","SIRPA",70510,"uc002wfq.3","chr20",1874813,1920540
"1473","CST5",71815,"uc002wtr.1","chr20",23856572,23860380
