"ENTREZID","SYMBOL","TXNAME","TXID","TXCHROM","TXSTART","TXEND"
"220","ALDH1A3",55140,"uc002bwn.4","chr15",101420009,101456830
"23604","DAPK2",56084,"uc002amr.3","chr15",64199235,64338521
"26585","GREM1",53860,"uc001zhd.2","chr15",33010205,33026870
"3480","IGF1R",55104,"uc010urq.2","chr15",99192761,99465671
"4649","MYO9A",56219,"uc002atk.3","chr15",72118361,72191373
"51103","NDUFAF1",55606,"uc001znx.3","chr15",41679547,41694658
"54866","PPP1R14D",55596,"uc001zmy.3","chr15",41107643,41120907
"55329","MNS1",55983,"uc010bfo.2","chr15",56720929,56756445
"55466","DNAJA4",54722,"uc002bdi.3","chr15",78556487,78574538
"771","CA12",56073,"uc002amc.3","chr15",63615730,63674075
"84419","C15orf48",54112,"uc001zvg.4","chr15",45722727,45725647
"90525","SHF",55742,"uc010uen.2","chr15",45459412,45473405
"123920","CMTM3",58148,"uc002epu.3","chr16",66637935,66647795
"124056","NOXO1",58825,"uc002cnx.4","chr16",2028918,2031550
"146434","ZNF597",58927,"uc002cvd.3","chr16",3486110,3493490
"146456","TMED6",59772,"uc002exc.2","chr16",69377149,69385712
"2013","EMP2",59024,"uc002czx.3","chr16",10622279,10674539
"253982","ASPHD1",57699,"uc002dut.3","chr16",29912147,29917377
"29108","PYCARD",59446,"uc002ebm.3","chr16",31212807,31214097
"3049","HBQ1",56900,"uc002cfz.3","chr16",230333,231178
"3163","HMOX2",57239,"uc010bts.3","chr16",4524719,4560348
"3294","HSD17B2",58483,"uc002fgv.3","chr16",82068858,82132139
"4324","MMP15",58083,"uc002ena.3","chr16",58059282,58080804
"4493","MT1E",57986,"uc002ejl.3","chr16",56659585,56661024
"4502","MT2A",57982,"uc002ejh.3","chr16",56642478,56643409
"4833","NME4",56912,"uc021szp.1","chr16",446725,449480
"6376","CX3CL1",58041,"uc002eli.3","chr16",57406414,57418956
"6483","ST3GAL2",59793,"uc002eyw.2","chr16",70413338,70434541
"6799","SULT1A2",59309,"uc002dqg.2","chr16",28603264,28607801
"7023","TFAP4",58943,"uc010uxg.2","chr16",4307187,4323001
"79191","IRX3",59562,"uc002eht.1","chr16",54317212,54320378
"79767","ELMO3",58187,"uc002esa.3","chr16",67233028,67237927
"79905","TMC7",57398,"uc010vao.1","chr16",18995256,19056461
"80270","HSD3B7",57789,"uc002eaf.2","chr16",30996519,31000473
"9235","IL32",57169,"uc002ctk.3","chr16",3115313,3119668
"1140","CHRNB1",60324,"uc002ghb.3","chr17",7348406,7360932
"124975","GGT6",62468,"uc010vsb.2","chr17",4460222,4463230
"162461","TMEM92",61522,"uc002iqn.2","chr17",48348767,48358846
"201176","ARHGAP27",63723,"uc010dak.3","chr17",43471268,43483449
"2125","EVPL",64326,"uc002jqi.2","chr17",74002927,74023507
"218","ALDH3A1",62930,"uc010cqu.3","chr17",19641298,19648772
"230","ALDOC",63010,"uc002hbp.3","chr17",26900133,26903951
"26022","TMEM98",60917,"uc002hhq.3","chr17",31254928,31268667
"284129","SLC26A11",62156,"uc002jyb.2","chr17",78194200,78227308
"3212","HOXB2",63809,"uc002inm.3","chr17",46620019,46622393
"3213","HOXB3",63810,"uc002inn.3","chr17",46626232,46630236
"3215","HOXB5",63819,"uc002inr.3","chr17",46668619,46671103
"3216","HOXB6",63820,"uc002ins.1","chr17",46673099,46682334
"3218","HOXB8",63824,"uc002inw.3","chr17",46689708,46692301
"3430","IFI35",61239,"uc021txx.1","chr17",41158742,41166476
"3487","IGFBP4",61139,"uc002hus.3","chr17",38599676,38613982
"3959","LGALS3BP",64417,"uc002jwh.3","chr17",76967335,76976061
"439921","MXRA7",64364,"uc002jsk.1","chr17",74671809,74707056
"489","ATP2A3",62438,"uc010ckn.2","chr17",3827163,3833728
"51087","YBX2",62612,"uc002gfq.2","chr17",7191571,7197876
"51195","RAPGEFL1",61122,"uc010cwu.1","chr17",38334242,38351906
"54474","KRT20",63425,"uc002hvl.3","chr17",39032141,39041495
"55808","ST6GALNAC1",64361,"uc002jsh.3","chr17",74620845,74639894
"55890","GPRC5C",61910,"uc002jkp.3","chr17",72427667,72443568
"5608","MAP2K6",61865,"uc002jii.3","chr17",67410838,67517949
"5881","RAC3",62237,"uc002kdf.3","chr17",79989532,79992080
"7448","VTN",63000,"uc002hbc.3","chr17",26694299,26697373
"79092","CARD14",62147,"uc002jxt.2","chr17",78143791,78183130
"84152","PPP1R1B",61067,"uc002hrz.3","chr17",37783177,37792878
"84951","TNS4",63404,"uc002huu.4","chr17",38632080,38637127
"94015","TTYH2",61896,"uc002jkc.3","chr17",72209696,72258157
"9501","RPH3AL",62282,"uc010vpy.2","chr17",62180,177370
"23136","EPB41L3",65195,"uc002kms.1","chr18",5392388,5419876
"4155","MBP",65747,"uc010dqz.3","chr18",74690789,74699912
"51124","IER3IP1",65514,"uc002lcu.3","chr18",44681390,44702745
"55205","ZNF532",65008,"uc002lho.3","chr18",56530061,56653709
"6925","TCF4",65620,"uc021ukg.1","chr18",52889562,52969852
"9050","PSTPIP2",65477,"uc002lbp.4","chr18",43563502,43652250
"10172","ZNF256",70436,"uc002qqu.3","chr19",58452201,58459077
"126231","ZNF573",69298,"uc002ohd.3","chr19",38229203,38270230
"147837","ZNF563",68673,"uc002mtp.3","chr19",12428304,12444534
"147923","ZNF420",66949,"uc002ofl.3","chr19",37569382,37620651
"162972","ZNF550",70412,"uc002qpc.4","chr19",58053204,58071231
"199704","ZNF585A",69276,"uc002ofm.1","chr19",37641001,37663333
"2217","FCGRT",67532,"uc002poe.2","chr19",50015536,50029685
"23624","CBLC",67268,"uc002ozs.3","chr19",45281126,45303903
"2524","FUT2",67447,"uc002pke.4","chr19",49199228,49209191
"2525","FUT3",68407,"uc002mdj.2","chr19",5842899,5851485
"25850","ZNF345",66930,"uc002oex.3","chr19",37341260,37370477
"27300","ZNF544",68123,"uc010eun.1","chr19",58740070,58771159
"3171","FOXA3",67340,"uc002pdr.3","chr19",46367518,46377055
"3383","ICAM1",66194,"uc002mnq.2","chr19",10381517,10397291
"3386","ICAM4",66196,"uc002mnr.2","chr19",10397643,10399260
"348327","ZNF530",68068,"uc002qpk.2","chr19",58111253,58119637
"3816","KLK1",69994,"uc002ptk.1","chr19",51322404,51327043
"3960","LGALS4",69343,"uc002ojg.3","chr19",39292311,39303740
"51276","ZNF571",69285,"uc002ogr.1","chr19",38045684,38085673
"51477","ISYNA1",68909,"uc002nja.2","chr19",18545198,18548119
"5349","FXYD3",66802,"uc010xsj.1","chr19",35606732,35612569
"55620","STAP2",68351,"uc002mab.3","chr19",4324040,4338941
"58491","ZNF71",68020,"uc002qnm.4","chr19",57106664,57135544
"59348","ZNF350",70116,"uc002pyd.3","chr19",52467593,52490079
"64073","C19orf33",66985,"uc002ohu.1","chr19",38794804,38795646
"684","BST2",68870,"uc002ngl.3","chr19",17513755,17516384
"7561","ZNF14",68983,"uc002nnk.1","chr19",19821281,19843921
"7711","ZNF155",67221,"uc002oxy.2","chr19",44488322,44502477
"7766","ZNF223",67231,"uc002oyf.1","chr19",44556164,44572142
"79088","ZNF426",68539,"uc010dws.3","chr19",9638681,9649266
"79898","ZNF613",67676,"uc002pxz.2","chr19",52430688,52449011
"8190","MIA",67097,"uc021uuu.1","chr19",41281082,41283398
"84634","KISS1R",65802,"uc002lqk.4","chr19",917342,921015
"84924","ZNF566",69248,"uc002oea.4","chr19",36936021,36980337
"90233","ZNF551",68084,"uc002qpv.5","chr19",58193337,58201169
"9149","DYRK1B",69397,"uc002omi.3","chr19",40315990,40324841
"92285","ZNF585B",69279,"uc002ofq.3","chr19",37672481,37701451
"9253","NUMBL",69436,"uc010xvq.2","chr19",41171812,41196027
"92960","PEX11G",68469,"uc002mgk.2","chr19",7541756,7553924
"9545","RAB3D",68624,"uc002mqx.3","chr19",11432722,11450344
"9668","ZNF432",70127,"uc002pyk.3","chr19",52536677,52552073
"10058","ABCB6",12775,"uc002vkc.2","chr2",220074488,220085174
"10791","VAMP5",8774,"uc002spu.1","chr2",85811531,85820511
"130557","ZNF513",10887,"uc002rkj.3","chr2",27600098,27603311
"1412","CRYBA2",12755,"uc002vjj.1","chr2",219854912,219858127
"151354","FAM84A",8074,"uc002rbz.2","chr2",14772810,14780168
"1593","CYP27A1",10211,"uc002viz.4","chr2",219646472,219680016
"165545","DQX1",11412,"uc002smc.3","chr2",74745258,74750664
"200634","KRTCAP3",8202,"uc002rks.3","chr2",27665233,27667164
"2168","FABP1",11551,"uc002sst.2","chr2",88422508,88427650
"22925","PLA2R1",12161,"uc002ube.2","chr2",160797260,160919126
"25791","NGEF",12916,"uc010zmm.1","chr2",233743396,233766150
"26160","IFT172",10891,"uc010ezb.3","chr2",27667240,27677029
"29842","TFCP2L1",11842,"uc010flq.3","chr2",121974164,121991770
"30061","SLC40A1",12439,"uc002uqp.4","chr2",190425316,190445537
"307","ANXA4",8591,"uc010yqn.1","chr2",69969127,70045826
"3176","HNMT",9414,"uc002tvd.3","chr2",138721808,138725014
"3557","IL1RN",9133,"uc002tix.1","chr2",113856937,113891590
"3694","ITGB6",12165,"uc002ubh.2","chr2",160958233,161056589
"4065","LY75",12158,"uc002ubc.4","chr2",160659868,160761267
"4211","MEIS1",8560,"uc002sdt.3","chr2",66662532,66799583
"4613","MYCN",8081,"uc002rci.3","chr2",16080683,16087129
"57140","RNPEPL1",10535,"uc002vzi.4","chr2",241508004,241518149
"5757","PTMA",10370,"uc002vsb.4","chr2",232573235,232578250
"6509","SLC1A4",8544,"uc010ypz.2","chr2",65215579,65251000
"7850","IL1R2",8977,"uc002tbo.2","chr2",102608306,102641218
"7851","MALL",11753,"uc002tfk.3","chr2",110841447,110874143
"79065","ATG9A",12778,"uc002vkd.1","chr2",220082847,220091655
"79083","MLPH",10487,"uc002vws.3","chr2",238395053,238463961
"79582","SPAG16",10121,"uc002veo.4","chr2",214149103,214182709
"79623","GALNT14",10926,"uc002rnq.3","chr2",31133331,31352506
"80055","PGAP1",12488,"uc010fsi.3","chr2",197697728,197710741
"84269","CHCHD5",9115,"uc002thz.1","chr2",113342036,113346617
"843","CASP10",9943,"uc002uxi.1","chr2",202047621,202065452
"8609","KLF7",12616,"uc010zix.2","chr2",207938862,207998861
"8808","IL1RL2",8984,"uc002tbs.3","chr2",102803433,102855811
"9936","CD302",12153,"uc002uba.3","chr2",160625139,160654766
"10110","SGK2",71079,"uc002xkq.1","chr20",42168791,42198156
"10406","WFDC2",71185,"uc002xoo.3","chr20",44098394,44110172
"1059","CENPB",71647,"uc002wjk.3","chr20",3764498,3767337
"3172","HNF4A",71112,"uc010zwo.1","chr20",42984441,43036115
"5105","PCK1",71323,"uc002xyn.4","chr20",56136137,56141513
"54923","LIME1",71479,"uc011abi.2","chr20",62367053,62370460
"55959","SULF2",72254,"uc010zyd.2","chr20",46286150,46294037
"5753","PTK6",72467,"uc002yfg.4","chr20",62159776,62168723
"655","BMP7",72358,"uc010gip.1","chr20",55743809,55841707
"6714","SRC",71001,"uc002xgx.3","chr20",35973088,36033821
"7022","TFAP2C",71311,"uc002xya.3","chr20",55204358,55214338
"7056","THBD",71795,"uc002wss.3","chr20",23026270,23030301
"84557","MAP1LC3A",70922,"uc002xap.2","chr20",33134688,33148149
"8530","CST7",70778,"uc002wtx.2","chr20",24929866,24940564
"8537","BCAS1",72335,"uc010zza.1","chr20",52560079,52612736
"1292","COL6A2",72952,"uc002zhy.1","chr21",47518033,47549719
"150000","ABCC13",72532,"uc002yjq.3","chr21",15646120,15663706
"1525","CXADR",72550,"uc002ykh.2","chr21",18885224,18942429
"63977","PRDM15",73317,"uc002yzo.3","chr21",43218385,43299591
"7074","TIAM1",73131,"uc011adk.1","chr21",32490736,32649224
"11144","DMC1",75052,"uc011anv.1","chr22",38914954,38964414
"114904","C1QTNF6",74942,"uc003aqw.1","chr22",37576206,37581994
"23464","GCAT",74064,"uc003atz.3","chr22",38203912,38212906
"26150","RIBC2",74295,"uc011aqs.3","chr22",45809572,45828302
"27350","APOBEC3C",74099,"uc003awr.3","chr22",39410265,39414825
"2952","GSTT1",74678,"uc002zze.4","chr22",24376139,24384284
"29775","CARD10",75005,"uc003ast.1","chr22",37875383,37915378
"339665","SLC35E4",73895,"uc003ais.1","chr22",31031793,31043862
"3956","LGALS1",74051,"uc003atn.3","chr22",38071613,38075809
"468","ATF4",74129,"uc011aol.1","chr22",39916569,39918685
"5465","PPARA",74315,"uc003bgw.1","chr22",46546499,46639653
"5880","RAC2",74949,"uc003arc.3","chr22",37621310,37640305
"6523","SLC5A1",73973,"uc003amc.3","chr22",32439019,32509011
"6948","TCN2",73893,"uc003aip.2","chr22",31003070,31023047
"8542","APOL1",74012,"uc011amn.1","chr22",36649117,36662181
"9609","RAB36",73696,"uc002zwv.1","chr22",23487513,23506531
"11343","MGLL",16633,"uc003ejv.4","chr3",127407905,127455200
"114884","OSBPL10",15548,"uc003ceu.1","chr3",31699403,31871723
"116441","TM4SF18",16865,"uc021xfl.1","chr3",149036285,149051259
"116832","RPL39L",17212,"uc003fre.1","chr3",186838741,186857263
"22906","TRAK1",13591,"uc011azh.3","chr3",42132746,42254118
"26018","LRIG1",16189,"uc011bfu.2","chr3",66429221,66454834
"26996","GPR160",14891,"uc003fgi.3","chr3",169755735,169803183
"286676","ILDR1",16517,"uc003eeq.3","chr3",121706170,121726148
"286827","TRIM59",16967,"uc003fdm.3","chr3",160153291,160167626
"29995","LMCD1",13117,"uc011atf.2","chr3",8543493,8592961
"3680","ITGA9",13477,"uc003chc.3","chr3",37493813,37671010
"4292","MLH1",13445,"uc003cgl.3","chr3",37034841,37092337
"4486","MST1R",15919,"uc031rzv.1","chr3",49924436,49933313
"4615","MYD88",13494,"uc011ayh.2","chr3",38179969,38182070
"51460","SFMBT1",16068,"uc010hmr.3","chr3",52937583,52977609
"56925","LXN",16954,"uc003fch.3","chr3",158384203,158390482
"5918","RARRES1",16956,"uc003fci.3","chr3",158414897,158450275
"6480","ST6GAL1",15116,"uc003frb.3","chr3",186648315,186796341
"80117","ARL14",14856,"uc003fdq.3","chr3",160394948,160396235
"8618","CADPS",16158,"uc003dlj.1","chr3",62384021,62467544
"8743","TNFSF10",17067,"uc003fid.3","chr3",172223298,172241297
"9034","CCRL2",13706,"uc003cpp.4","chr3",46448721,46451014
"9076","CLDN1",17229,"uc003fsh.3","chr3",190023490,190040235
"91392","ZNF502",13658,"uc003cns.3","chr3",44754135,44765323
"93109","TMEM44",17262,"uc010hzm.3","chr3",194308402,194336426
"95","ACY1",13892,"uc011beb.2","chr3",52017300,52022246
"9852","EPM2AIP1",15577,"uc003cgk.3","chr3",37027357,37034795
"9943","OXSR1",13500,"uc010hha.1","chr3",38207026,38272184
"10874","NMU",19303,"uc003hbc.3","chr4",56461398,56502465
"2069","EREG",18068,"uc003hid.3","chr4",75230860,75247703
"27071","DAPP1",18291,"uc011cek.2","chr4",100737981,100785442
"306","ANXA3",18133,"uc003hld.3","chr4",79472742,79531605
"51316","PLAC8",19537,"uc003hoe.3","chr4",84011211,84031012
"5196","PF4",19417,"uc003hhi.3","chr4",74846542,74847841
"5860","QDPR",19095,"uc021xmo.1","chr4",17461884,17513857
"6286","S100P",17580,"uc003gjl.3","chr4",6695566,6698897
"7700","ZNF141",17397,"uc003fzz.2","chr4",331596,352339
"9429","ABCG2",19598,"uc003hrf.3","chr4",89011416,89053069
"1044","CDX1",21596,"uc003lrq.3","chr5",149546344,149564121
"10788","IQGAP2",20852,"uc003kek.3","chr5",75699149,76003957
"117608","ZNF354B",21925,"uc003mjl.3","chr5",178286954,178311424
"153572","IRX2",22073,"uc003jda.3","chr5",2746279,2751769
"26249","KLHL3",22959,"uc011cyc.2","chr5",136953189,137008616
"28966","SNX24",21154,"uc003ktf.2","chr5",122181160,122337836
"56133","PCDHB2",21432,"uc003lil.3","chr5",140474237,140476964
"5924","RASGRF2",20908,"uc003kha.2","chr5",80256508,80525981
"6690","SPINK1",23172,"uc003los.2","chr5",147204143,147211260
"7015","TERT",22032,"uc003jbz.1","chr5",1253287,1283125
"7045","TGFBI",21280,"uc003lbf.4","chr5",135364584,135399507
"79628","SH3TC2",23186,"uc003lpp.1","chr5",147929700,148442737
"79908","BTNL8",21969,"uc003mmp.3","chr5",180326077,180377906
"83594","NUDT12",22712,"uc003koi.3","chr5",102884556,102898490
"8728","ADAM19",23321,"uc003lww.3","chr5",156822542,157002831
"9037","SEMA5A",22092,"uc003jek.2","chr5",9035138,9546233
"929","CD14",23054,"uc003lgi.2","chr5",140011313,140013035
"10866","HCP5",24235,"uc003ntl.3","chr6",31430957,31433586
"10981","RAB32",25482,"uc003qln.1","chr6",146864828,146876086
"135228","CD109",24997,"uc003php.3","chr6",74405508,74538041
"135398","C6orf141",24858,"uc011dwo.2","chr6",49518113,49519808
"1992","SERPINB1",25762,"uc003mub.4","chr6",2832566,2842283
"28514","DLL1",27848,"uc003qxm.3","chr6",170591294,170599697
"3303","HSPA1A",24310,"uc003nxj.3","chr6",31783291,31785719
"3305","HSPA1L",26307,"uc003nxh.3","chr6",31777396,31782835
"5325","PLAGL1",27576,"uc003qjv.3","chr6",144261437,144282547
"53832","IL20RA",27530,"uc003qhi.3","chr6",137321108,137330001
"55809","TRERF1",26750,"uc011duq.1","chr6",42192669,42237586
"6581","SLC22A3",25676,"uc003qti.4","chr6",160769405,160873611
"7923","HSD17B8",24399,"uc003odi.2","chr6",33172414,33174608
"80736","SLC44A4",26312,"uc011dol.2","chr6",31830970,31845448
"8352","HIST1H3C",23880,"uc003nfv.3","chr6",26045639,26046097
"8968","HIST1H3F",26004,"uc003nhg.1","chr6",26250370,26250835
"9324","HMGN3",27029,"uc003pis.3","chr6",79910962,79944455
"1080","CFTR",29301,"uc003vjd.3","chr7",117120017,117308718
"1365","CLDN3",30677,"uc003tzg.4","chr7",73183327,73184600
"231","AKR1B1",31418,"uc003vrp.1","chr7",134127107,134143888
"23608","MKRN1",31490,"uc003vvs.2","chr7",140152840,140174569
"26053","AUTS2",28574,"uc003tvv.4","chr7",69063905,69755607
"27102","EIF2AK1",30031,"uc003spp.3","chr7",6061878,6098860
"29803","REPIN1",29787,"uc003whd.2","chr7",150065361,150071133
"51666","ASB4",28901,"uc003unx.3","chr7",95115213,95158113
"5446","PON3",30897,"uc003unt.3","chr7",94989184,95025687
"54749","EPDR1",28291,"uc003tfp.4","chr7",37960163,37991542
"55607","PPP1R9A",28895,"uc003unp.3","chr7",94536949,94925727
