"ENTREZID","SYMBOL","TXNAME","TXID","TXCHROM","TXSTART","TXEND"
"1109","AKR1C4",37610,"uc001ihw.2","chr10",5238798,5260910
"118471","PRAP1",39211,"uc021qbf.1","chr10",135122894,135166187
"120","ADD3",38914,"uc001kyt.4","chr10",111756108,111895323
"1244","ABCC2",38777,"uc001kqf.2","chr10",101542463,101611662
"170384","FUT11",38316,"uc001juy.1","chr10",75532049,75534881
"23555","TSPAN15",38229,"uc001jpo.1","chr10",71211226,71267423
"25805","BAMBI",37854,"uc001iuj.1","chr10",28966424,28971868
"26507","CNNM1",38763,"uc009xwe.3","chr10",101088856,101125049
"29760","BLNK",40347,"uc001kls.4","chr10",97951455,98031333
"3363","HTR7",40271,"uc001kgz.3","chr10",92500576,92617671
"387695","C10orf99",38505,"uc001kcu.3","chr10",85933554,85945050
"55506","H2AFY2",38243,"uc001jqm.3","chr10",71812357,71872040
"55753","OGDHL",39798,"uc009xog.3","chr10",50942687,50966753
"64421","DCLRE1C",39381,"uc010qbx.2","chr10",14940228,14996094
"664","BNIP3",40834,"uc001lkv.1","chr10",133781204,133795435
"6840","SVIL",39521,"uc010qdw.1","chr10",29746277,29811564
"7431","VIM",37721,"uc001iou.2","chr10",17270258,17279592
"79746","ECHDC3",37668,"uc001ikw.4","chr10",11784356,11806065
"79861","TUBAL3",39277,"uc001ihy.3","chr10",5435061,5446793
"84171","LOXL4",40413,"uc001kpa.1","chr10",100007443,100028007
"84457","PHYHIPL",38130,"uc001jkk.4","chr10",60936348,61007534
"84647","PLA2G12B",40054,"uc001jtf.1","chr10",74694938,74714510
"84898","PLXDC2",37763,"uc001iqg.1","chr10",20105372,20569115
"9124","PDLIM1",40317,"uc001kkh.4","chr10",96997325,97050905
"10008","KCNE3",44716,"uc001ovc.3","chr11",74165886,74178600
"10083","USH1C",43684,"uc001mnd.3","chr11",17515442,17555057
"10312","TCIRG1",42272,"uc001ond.2","chr11",67806462,67810330
"10418","SPON1",41273,"uc001mle.3","chr11",13984184,14289679
"10873","ME3",44852,"uc001pbz.3","chr11",86152150,86383240
"11187","PKP3",40899,"uc021qbk.1","chr11",392599,404908
"116071","BATF2",44442,"uc001oce.1","chr11",64755417,64757745
"120103","SLC36A4",44889,"uc001pdm.3","chr11",92880850,92918980
"2011","MARK2",41969,"uc001nxv.4","chr11",63606400,63678492
"2188","FANCF",43746,"uc001mql.1","chr11",22644079,22647387
"221","ALDH3B1",42263,"uc010rpy.2","chr11",67776048,67796743
"23584","VSIG2",45304,"uc001qas.3","chr11",124617370,124622109
"23650","TRIM29",45253,"uc001pwx.3","chr11",119981994,119992701
"26298","EHF",41474,"uc001mvr.2","chr11",34642588,34684834
"26579","MYEOV",42303,"uc001oov.3","chr11",69061622,69064754
"27122","DKK3",43622,"uc010rcf.2","chr11",11984543,12030155
"283149","BCL9L",45219,"uc001pug.3","chr11",118766851,118781613
"283232","TMEM80",40916,"uc001lqr.4","chr11",695591,704131
"2950","GSTP1",42253,"uc001omf.3","chr11",67351066,67354124
"29984","RHOD",42215,"uc001ojv.3","chr11",66824289,66839488
"3606","IL18",45085,"uc001pna.2","chr11",112013974,112021796
"3665","IRF7",43237,"uc009ycb.3","chr11",612555,615259
"374393","FAM111B",41774,"uc001nnl.3","chr11",58874658,58894888
"3948","LDHC",41326,"uc001mom.4","chr11",18433853,18472793
"4054","LTBP3",44461,"uc001oef.3","chr11",65306030,65312102
"430","ASCL2",43342,"uc001lvu.3","chr11",2289728,2292182
"486","FXYD2",45164,"uc001prj.2","chr11",117690790,117695459
"5017","OVOL1",42132,"uc001ofp.3","chr11",65554505,65564690
"51700","CYB5R2",43517,"uc001mfm.3","chr11",7686326,7694821
"53826","FXYD6",45169,"uc001pro.2","chr11",117707691,117747746
"54961","SSH3",42233,"uc001okj.3","chr11",67070919,67080078
"5871","MAP4K2",44416,"uc001obh.3","chr11",64556609,64570713
"5920","RARRES3",41957,"uc001nxf.4","chr11",63304273,63313930
"63901","FAM111A",41778,"uc001nno.3","chr11",58910318,58922511
"65975","STK33",43544,"uc001mgi.1","chr11",8413418,8497371
"65987","KCTD14",44774,"uc001oyw.4","chr11",77726761,77734320
"6653","SORL1",43005,"uc001pxx.3","chr11",121322912,121504471
"7054","TH",43335,"uc001lvp.3","chr11",2185159,2193035
"7762","ZNF215",41157,"uc001mey.3","chr11",6947654,6979278
"78999","LRFN4",42211,"uc001ojr.3","chr11",66624876,66627946
"79056","PRRG4",41444,"uc001mtx.3","chr11",32851481,32879669
"80168","MOGAT2",42469,"uc001oww.1","chr11",75428934,75440372
"8061","FOSL1",44498,"uc001ogg.1","chr11",65659692,65667997
"83480","PUS3",45351,"uc001qcy.2","chr11",125763380,125773116
"83700","JAM3",43168,"uc001qhb.3","chr11",133938820,134021652
"84866","TMEM25",42904,"uc010ryd.1","chr11",118401803,118404337
"8519","IFITM1",40896,"uc001loy.4","chr11",313991,315272
"8525","DGKZ",41578,"uc001nch.2","chr11",46354455,46402104
"9066","SYT7",44262,"uc001nrv.3","chr11",61281188,61348344
"91683","SYT12",42213,"uc009yrl.3","chr11",66790190,66818334
"921","CD5",41868,"uc009ynk.3","chr11",60869930,60895323
"9404","LPXN",44198,"uc001nmw.3","chr11",58294344,58343390
"114134","SLC2A13",47986,"uc010skm.2","chr12",40148823,40499661
"144715","RAD9B",47095,"uc001trf.4","chr12",110940005,110969891
"1606","DGKA",46428,"uc009zoc.1","chr12",56324946,56334682
"22822","PHLDA1",48650,"uc001sxu.3","chr12",76419227,76425556
"253827","MSRB3",46627,"uc001ssm.3","chr12",65672423,65860687
"27165","GLS2",48422,"uc021qzb.1","chr12",56864736,56874268
"283375","SLC39A5",46487,"uc010sqi.2","chr12",56623820,56629596
"2984","GUCY2C",47801,"uc001rcd.3","chr12",14765568,14849519
"3226","HOXC10",46361,"uc001sen.3","chr12",54378946,54384062
"3695","ITGB7",48268,"uc009zmv.3","chr12",53585107,53594969
"3854","KRT6B",48229,"uc001sak.3","chr12",52840435,52845910
"3855","KRT7",46289,"uc001saa.1","chr12",52626954,52642709
"3856","KRT8",48252,"uc001sbd.2","chr12",53290971,53298868
"3945","LDHB",47853,"uc001rfd.3","chr12",21788275,21810728
"4055","LTBR",45618,"uc010sfc.2","chr12",6484534,6500737
"4939","OAS2",47156,"uc001tuh.3","chr12",113416274,113426610
"51561","IL23A",46493,"uc001sla.3","chr12",56732663,56734194
"54682","MANSC1",47778,"uc010shm.1","chr12",12482218,12491608
"55080","TAPBPL",45622,"uc001qog.4","chr12",6561177,6571488
"55200","PLEKHG6",45614,"uc001qnr.3","chr12",6419602,6437672
"5777","PTPN6",45682,"uc001qsa.1","chr12",7055740,7070479
"5787","PTPRB",48607,"uc001swb.4","chr12",70910632,71003624
"586","BCAT1",47878,"uc001rgc.3","chr12",24962958,25055322
"5959","RDH5",46420,"uc010spt.1","chr12",56114151,56116442
"6404","SELPLG",48926,"uc010sxe.2","chr12",109015680,109025854
"6660","SOX5",47869,"uc001rfv.4","chr12",23685231,23737546
"7024","TFCP2",48195,"uc001rxv.2","chr12",51487539,51566926
"7103","TSPAN8",48622,"uc009zrt.1","chr12",71518877,71551620
"7637","ZNF84",47438,"uc001ulm.4","chr12",133613878,133639885
"7699","ZNF140",47442,"uc001ulo.3","chr12",133657037,133684258
"79370","BCL2L14",45814,"uc001rac.3","chr12",12223878,12252627
"8082","SSPN",45954,"uc001rhd.3","chr12",26348269,26387708
"8549","LGR5",46719,"uc001swn.2","chr12",71833550,71980086
"8693","GALNT4",48737,"uc001tbd.3","chr12",89913190,89918583
"8825","LIN7A",48678,"uc001szj.1","chr12",81191171,81331694
"9052","GPRC5A",45834,"uc001rba.3","chr12",13043956,13066600
"9271","PIWIL1",47379,"uc001uij.2","chr12",130822433,130855925
"94","ACVRL1",46268,"uc021qxz.1","chr12",52300692,52307134
"10562","OLFM4",49707,"uc001vhk.2","chr13",53602876,53626184
"115761","ARL11",49636,"uc001vdf.2","chr13",50202435,50208008
"1602","DACH1",50460,"uc021rkj.1","chr13",72012098,72441330
"5101","PCDH9",50450,"uc010aei.3","chr13",66876966,67477737
"53342","IL17D",49367,"uc001unm.3","chr13",21277482,21297237
"5994","RFXAP",49517,"uc001uvu.1","chr13",37393339,37403740
"64881","PCDH20",50444,"uc001vid.4","chr13",61983819,61989655
"6564","SLC15A1",50574,"uc001vno.3","chr13",99336055,99404929
"6656","SOX1",49927,"uc001vsb.1","chr13",112721913,112726020
"9358","ITGBL1",49862,"uc001vpb.4","chr13",102104944,102368796
"10538","BATF",51710,"uc001xrr.3","chr14",75988784,76013334
"11035","RIPK3",52572,"uc001wpa.3","chr14",24805227,24808271
"112399","EGLN3",52625,"uc001wry.3","chr14",34393421,34420032
"1396","CRIP1",52271,"uc001yri.4","chr14",105953257,105955124
"1735","DIO3",52128,"uc021sdx.1","chr14",102027688,102029789
"22846","VASH1",51737,"uc001xss.3","chr14",77228235,77239980
"27141","CIDEB",52564,"uc001won.3","chr14",24774393,24777188
"2877","GPX2",52911,"uc001xhy.2","chr14",65405870,65409623
"3429","IFI27",51904,"uc001ycm.1","chr14",94577079,94581226
"3958","LGALS3",51347,"uc001xbr.3","chr14",55595935,55612148
"4253","MIA2",51235,"uc010tqe.1","chr14",39734476,39815230
"4857","NOVA1",52596,"uc001wpy.3","chr14",26915089,27066960
"5228","PGF",53070,"uc001xqz.3","chr14",75408533,75422467
"56967","C14orf132",51942,"uc001yff.4","chr14",96505661,96560226
"5732","PTGER2",51321,"uc001wzr.3","chr14",52781016,52795322
"6035","RNASE1",52359,"uc001vyf.3","chr14",21269515,21270558
"624","BDKRB2",51943,"uc010avl.2","chr14",96671135,96710503
"64093","SMOC1",51581,"uc001xls.2","chr14",70346114,70499083
"64919","BCL11B",53406,"uc001yga.3","chr14",99635625,99737822
"6751","SSTR1",51226,"uc001wul.1","chr14",38677204,38682268
"9369","NRXN3",51771,"uc001xum.2","chr14",78636716,80334633
"1138","CHRNA5",54740,"uc002bdy.3","chr15",78857862,78887611
"1543","CYP1A1",56322,"uc002ayp.4","chr15",75011883,75017877
"23423","TMED3",54754,"uc002beu.3","chr15",79603491,79615189
"23604","DAPK2",56084,"uc002amr.3","chr15",64199235,64338521
"26108","PYGO1",55970,"uc010bfl.1","chr15",55838221,55880137
"26585","GREM1",53860,"uc001zhd.2","chr15",33010205,33026870
"29106","SCG3",54188,"uc002abh.3","chr15",51973550,52013223
"302","ANXA2",56020,"uc002agk.3","chr15",60639350,60690185
"3073","HEXA",56253,"uc002aun.4","chr15",72635778,72668520
"3418","IDH2",56653,"uc010uqb.2","chr15",90627212,90643927
"3990","LIPC",54248,"uc010bfz.1","chr15",58702775,58855922
"4948","OCA2",55384,"uc001zbh.4","chr15",28000023,28344458
"5045","FURIN",54992,"uc002bpu.1","chr15",91411885,91426687
"50506","DUOX2",55734,"uc001zun.3","chr15",45384852,45406359
"51458","RHCG",56627,"uc002bnz.2","chr15",90014638,90039799
"54913","RPP25",56346,"uc002azj.1","chr15",75247443,75249775
"57538","ALPK3",54897,"uc002ble.3","chr15",85359911,85416713
"6692","SPINT1",53959,"uc001zna.3","chr15",41136246,41149853
"7057","THBS1",53904,"uc001zkh.3","chr15",39873280,39889668
"7168","TPM1",54394,"uc002alg.3","chr15",63334838,63358292
"80381","CD276",54576,"uc010bjd.1","chr15",73976622,74003511
"84952","CGNL1",54224,"uc002aeg.3","chr15",57668703,57842925
"8854","ALDH1A2",55996,"uc002aew.3","chr15",58245622,58306295
"90525","SHF",55742,"uc010uen.2","chr15",45459412,45473405
"91860","CALML4",56185,"uc002arb.3","chr15",68483043,68498448
"91947","ARRDC4",55102,"uc002bui.4","chr15",98462784,98517068
"92912","UBE2Q2",54679,"uc002bbg.2","chr15",76135622,76193388
"10232","MSLN",56974,"uc002cjt.1","chr16",810765,818865
"115584","SLC5A11",57541,"uc002dms.4","chr16",24857184,24922949
"146434","ZNF597",58927,"uc002cvd.3","chr16",3486110,3493490
"1535","CYBA",60030,"uc002flb.4","chr16",88709697,88717492
"1728","NQO1",59776,"uc002exp.3","chr16",69743304,69760533
"283897","C16orf54",59347,"uc002dtp.2","chr16",29753786,29757340
"29800","ZDHHC1",59711,"uc010vjm.2","chr16",67428322,67450339
"3049","HBQ1",56900,"uc002cfz.3","chr16",230333,231178
"3163","HMOX2",57239,"uc010bts.3","chr16",4524719,4560348
"3294","HSD17B2",58483,"uc002fgv.3","chr16",82068858,82132139
"3394","IRF8",58535,"uc002fjh.3","chr16",85932774,85956211
"4832","NME3",58797,"uc002cmm.3","chr16",1820321,1821710
"5493","PPL",58990,"uc002cyd.1","chr16",4932508,4987136
"55239","OGFOD1",57977,"uc002ejb.3","chr16",56485424,56511407
"5652","PRSS8",59439,"uc002ebc.4","chr16",31142754,31147151
"6376","CX3CL1",58041,"uc002eli.3","chr16",57406414,57418956
"64131","XYLT1",59115,"uc002dfa.3","chr16",17196181,17564738
"80270","HSD3B7",57789,"uc002eaf.2","chr16",30996519,31000473
"83657","DYNLRB2",58457,"uc002ffo.3","chr16",80574854,80584541
"9028","RHBDL1",56961,"uc002cir.1","chr16",725706,728267
"11322","TMC6",64379,"uc002jui.1","chr17",76108999,76118830
"113277","TMEM106A",61251,"uc002idn.1","chr17",41363894,41371589
"124961","ZFP3",60219,"uc002gaq.3","chr17",4981754,4999669
"124975","GGT6",62468,"uc010vsb.2","chr17",4460222,4463230
"1366","CLDN7",62609,"uc002gfm.4","chr17",7163222,7166264
"2124","EVI2B",63104,"uc002hgk.2","chr17",29630788,29641130
"218","ALDH3A1",62930,"uc010cqu.3","chr17",19641298,19648772
"230","ALDOC",63010,"uc002hbp.3","chr17",26900133,26903951
"256933","NPB",62228,"uc002kcd.3","chr17",79860072,79860781
"2886","GRB7",61090,"uc002hsr.3","chr17",37894162,37903538
"3212","HOXB2",63809,"uc002inm.3","chr17",46620019,46622393
"3213","HOXB3",63810,"uc002inn.3","chr17",46626232,46630236
"3215","HOXB5",63819,"uc002inr.3","chr17",46668619,46671103
"3217","HOXB7",63823,"uc002inv.3","chr17",46684595,46688383
"3430","IFI35",61239,"uc021txx.1","chr17",41158742,41166476
"3487","IGFBP4",61139,"uc002hus.3","chr17",38599676,38613982
"3728","JUP",63480,"uc010wfs.2","chr17",39679869,39928114
"3759","KCNJ2",61876,"uc010dfg.3","chr17",68164814,68176183
"4884","NPTX1",64444,"uc002jyp.1","chr17",78440633,78450404
"489","ATP2A3",62438,"uc010ckn.2","chr17",3827163,3833728
"51087","YBX2",62612,"uc002gfq.2","chr17",7191571,7197876
"54474","KRT20",63425,"uc002hvl.3","chr17",39032141,39041495
"55808","ST6GALNAC1",64361,"uc002jsh.3","chr17",74620845,74639894
"5608","MAP2K6",61865,"uc002jii.3","chr17",67410838,67517949
"5889","RAD51C",61668,"uc031rdi.1","chr17",56769963,56772241
"5914","RARA",61132,"uc002huk.2","chr17",38465423,38513895
"60681","FKBP10",61158,"uc002hxv.2","chr17",39968962,39979469
"6352","CCL5",63180,"uc002hkf.3","chr17",34198496,34207377
"65266","WNK4",61214,"uc002ibj.3","chr17",40932649,40949084
"6662","SOX9",61880,"uc002jiw.3","chr17",70117161,70122560
"7448","VTN",63000,"uc002hbc.3","chr17",26694299,26697373
"79092","CARD14",62147,"uc002jxt.2","chr17",78143791,78183130
"84951","TNS4",63404,"uc002huu.4","chr17",38632080,38637127
"8526","DGKE",61629,"uc002iur.3","chr17",54911460,54946036
"8711","TNK1",60312,"uc002ggi.4","chr17",7284293,7293092
"8714","ABCC3",61578,"uc002isk.4","chr17",48712218,48745288
"8741","TNFSF13",60333,"uc002ghj.2","chr17",7461609,7464925
"9121","SLC16A5",61949,"uc002jmr.4","chr17",73083822,73102255
"9501","RPH3AL",62282,"uc010vpy.2","chr17",62180,177370
"9902","MRC2",61749,"uc002jad.4","chr17",60704762,60770962
"1824","DSC2",65383,"uc002kwk.4","chr18",28645942,28682388
"2774","GNAL",64677,"uc002kqc.3","chr18",11689014,11885683
"3909","LAMA3",64774,"uc010dlv.2","chr18",21269562,21376117
"4089","SMAD4",64957,"uc010xdo.1","chr18",48494387,48584614
"4155","MBP",65747,"uc010dqz.3","chr18",74690789,74699912
"4225","MEP1B",64821,"uc002kxj.4","chr18",29769987,29800366
"5268","SERPINB5",65043,"uc002liy.2","chr18",61144144,61160928
"6925","TCF4",65620,"uc021ukg.1","chr18",52889562,52969852
"80206","FHOD3",64876,"uc002kzr.1","chr18",33877702,34291432
"81035","COLEC12",65153,"uc002kkm.3","chr18",319355,500729
"9050","PSTPIP2",65477,"uc002lbp.4","chr18",43563502,43652250
"91133","L3MBTL4",65207,"uc002kmy.4","chr18",5954705,6311655
"9388","LIPG",64942,"uc002ldu.1","chr18",47088427,47108219
"9480","ONECUT2",64984,"uc002lgo.3","chr18",55102917,55158530
"10331","B3GNT3",66553,"uc002nhl.1","chr19",17905919,17924385
"1050","CEBPA",69110,"uc002nun.3","chr19",33790840,33793430
"10520","ZNF211",68073,"uc010yhb.1","chr19",58131794,58154147
"10653","SPINT2",66983,"uc002ohr.2","chr19",38755098,38783254
"10848","PPP1R13L",69637,"uc002pbm.3","chr19",45882892,45896425
"116844","LRG1",68365,"uc002mau.3","chr19",4537227,4540036
"147657","ZNF480",67687,"uc002pyv.3","chr19",52800426,52829174
"147798","TMC4",70232,"uc002qdn.3","chr19",54663834,54668450
"147923","ZNF420",66949,"uc002ofl.3","chr19",37569382,37620651
"148213","ZNF681",69069,"uc002nrj.4","chr19",23921997,23941693
"148266","ZNF569",69282,"uc002ogh.3","chr19",37902060,37935866
"148268","ZNF570",66967,"uc010efl.1","chr19",37958674,37976242
"162972","ZNF550",70412,"uc002qpc.4","chr19",58053204,58071231
"1777","DNASE2",68713,"uc002mvn.1","chr19",12986025,12992335
"1995","ELAVL3",68640,"uc002mrx.1","chr19",11562143,11591803
"2217","FCGRT",67532,"uc002poe.2","chr19",50015536,50029685
"23624","CBLC",67268,"uc002ozs.3","chr19",45281126,45303903
"25850","ZNF345",66930,"uc002oex.3","chr19",37341260,37370477
"26974","ZNF285",69605,"uc010xxa.2","chr19",44889808,44901421
"27300","ZNF544",68123,"uc010eun.1","chr19",58740070,58771159
"2769","GNA15",65907,"uc010xhf.1","chr19",3136191,3150538
"284370","ZNF615",70118,"uc002pye.2","chr19",52494587,52511483
"3383","ICAM1",66194,"uc002mnq.2","chr19",10381517,10397291
"341","APOC1",67279,"uc002pac.1","chr19",45417577,45422606
"348327","ZNF530",68068,"uc002qpk.2","chr19",58111253,58119637
"3816","KLK1",69994,"uc002ptk.1","chr19",51322404,51327043
"51276","ZNF571",69285,"uc002ogr.1","chr19",38045684,38085673
"5655","KLK10",70034,"uc002puy.3","chr19",51516000,51522954
"57139","RGL3",68632,"uc002mrm.2","chr19",11493773,11530018
"57153","SLC44A2",66214,"uc002mpe.4","chr19",10713121,10755235
"5794","PTPRH",70330,"uc002qjq.3","chr19",55692615,55720874
"634","CEACAM1",69520,"uc010eii.3","chr19",43011458,43025673
"64073","C19orf33",66985,"uc002ohu.1","chr19",38794804,38795646
"65251","ZNF649",70114,"uc002pxy.3","chr19",52392488,52408305
"653583","PHLDB3",69568,"uc010eit.3","chr19",43979255,43999846
"6820","SULT2B1",67432,"uc002pjl.3","chr19",49055429,49102684
"684","BST2",68870,"uc002ngl.3","chr19",17513755,17516384
"7561","ZNF14",68983,"uc002nnk.1","chr19",19821281,19843921
"7711","ZNF155",67221,"uc002oxy.2","chr19",44488322,44502477
"7766","ZNF223",67231,"uc002oyf.1","chr19",44556164,44572142
"7770","ZNF227",67247,"uc002oyu.3","chr19",44716691,44741421
"79047","KCTD15",66751,"uc002nuv.3","chr19",34287751,34306666
"79090","TRAPPC6A",69624,"uc002pav.4","chr19",45666186,45681501
"79898","ZNF613",67676,"uc002pxz.2","chr19",52430688,52449011
"79973","ZNF442",68675,"uc002mtr.1","chr19",12460185,12476475
"80032","ZNF556",65899,"uc002lwp.1","chr19",2867333,2878501
"8190","MIA",67097,"uc021uuu.1","chr19",41281082,41283398
"84924","ZNF566",69248,"uc002oea.4","chr19",36936021,36980337
"9149","DYRK1B",69397,"uc002omi.3","chr19",40315990,40324841
"92840","REEP6",65855,"uc010xgp.2","chr19",1491165,1496180
"9422","ZNF264",68030,"uc002qob.3","chr19",57702868,57734214
"945","CD33",67652,"uc010eos.1","chr19",51728335,51742993
"9545","RAB3D",68624,"uc002mqx.3","chr19",11432722,11450344
"9668","ZNF432",70127,"uc002pyk.3","chr19",52536677,52552073
"10058","ABCB6",12775,"uc002vkc.2","chr2",220074488,220085174
"10123","ARL4C",12936,"uc002vvn.3","chr2",235401686,235405693
"10267","RAMP1",10502,"uc002vxj.3","chr2",238768187,238820755
"10736","SIX2",11071,"uc002ruo.3","chr2",45232324,45236542
"10791","VAMP5",8774,"uc002spu.1","chr2",85811531,85820511
"1290","COL5A2",12436,"uc010frx.3","chr2",189896641,189950498
"130340","AP1S3",12827,"uc002vnn.3","chr2",224620047,224702319
"1412","CRYBA2",12755,"uc002vjj.1","chr2",219854912,219858127
"150696","PROM2",8853,"uc002suh.2","chr2",95940201,95957055
"1593","CYP27A1",10211,"uc002viz.4","chr2",219646472,219680016
"165545","DQX1",11412,"uc002smc.3","chr2",74745258,74750664
"1844","DUSP2",11595,"uc002svk.4","chr2",96808908,96811179
"200407","CREG2",11694,"uc002tba.2","chr2",101964816,102003965
"200634","KRTCAP3",8202,"uc002rks.3","chr2",27665233,27667164
"22924","MAPRE3",8156,"uc002rhw.3","chr2",27193525,27250087
"22925","PLA2R1",12161,"uc002ube.2","chr2",160797260,160919126
"23498","HAAO",11038,"uc002rst.4","chr2",42994229,43019751
"25791","NGEF",12916,"uc010zmm.1","chr2",233743396,233766150
"25797","QPCT",8336,"uc002rqg.3","chr2",37571753,37600465
"26160","IFT172",10891,"uc010ezb.3","chr2",27667240,27677029
"3032","HADHB",8133,"uc010yku.1","chr2",26467616,26486347
"307","ANXA4",8591,"uc010yqn.1","chr2",69969127,70045826
