"ENTREZID","SYMBOL","TXNAME","TXID","TXCHROM","TXSTART","TXEND"
"28232","SLCO3A1",55022,"uc002bqx.2","chr15",92396938,92709137
"85455","DISP2",53926,"uc001zlk.1","chr15",40650434,40663256
"10232","MSLN",56974,"uc002cjt.1","chr16",810765,818865
"146456","TMED6",59772,"uc002exc.2","chr16",69377149,69385712
"29108","PYCARD",59446,"uc002ebm.3","chr16",31212807,31214097
"3294","HSD17B2",58483,"uc002fgv.3","chr16",82068858,82132139
"6376","CX3CL1",58041,"uc002eli.3","chr16",57406414,57418956
"83657","DYNLRB2",58457,"uc002ffo.3","chr16",80574854,80584541
"113277","TMEM106A",61251,"uc002idn.1","chr17",41363894,41371589
"1140","CHRNB1",60324,"uc002ghb.3","chr17",7348406,7360932
"114897","C1QTNF1",62124,"uc031rep.1","chr17",77019016,77045870
"3215","HOXB5",63819,"uc002inr.3","chr17",46668619,46671103
"3218","HOXB8",63824,"uc002inw.3","chr17",46689708,46692301
"489","ATP2A3",62438,"uc010ckn.2","chr17",3827163,3833728
"55808","ST6GALNAC1",64361,"uc002jsh.3","chr17",74620845,74639894
"5881","RAC3",62237,"uc002kdf.3","chr17",79989532,79992080
"9121","SLC16A5",61949,"uc002jmr.4","chr17",73083822,73102255
"9423","NTN1",60451,"uc002glw.4","chr17",8924859,9147317
"9501","RPH3AL",62282,"uc010vpy.2","chr17",62180,177370
"9953","HS3ST3B1",60502,"uc002goh.1","chr17",14204506,14249492
"11012","KLK11",70037,"uc002pvc.4","chr19",51525487,51529872
"147923","ZNF420",66949,"uc002ofl.3","chr19",37569382,37620651
"148213","ZNF681",69069,"uc002nrj.4","chr19",23921997,23941693
"25850","ZNF345",66930,"uc002oex.3","chr19",37341260,37370477
"4854","NOTCH3",68798,"uc002nan.3","chr19",15270444,15311792
"51276","ZNF571",69285,"uc002ogr.1","chr19",38045684,38085673
"51477","ISYNA1",68909,"uc002nja.2","chr19",18545198,18548119
"58491","ZNF71",68020,"uc002qnm.4","chr19",57106664,57135544
"59348","ZNF350",70116,"uc002pyd.3","chr19",52467593,52490079
"6820","SULT2B1",67432,"uc002pjl.3","chr19",49055429,49102684
"684","BST2",68870,"uc002ngl.3","chr19",17513755,17516384
"7711","ZNF155",67221,"uc002oxy.2","chr19",44488322,44502477
"79088","ZNF426",68539,"uc010dws.3","chr19",9638681,9649266
"84634","KISS1R",65802,"uc002lqk.4","chr19",917342,921015
"9422","ZNF264",68030,"uc002qob.3","chr19",57702868,57734214
"10791","VAMP5",8774,"uc002spu.1","chr2",85811531,85820511
"151354","FAM84A",8074,"uc002rbz.2","chr2",14772810,14780168
"245973","ATP6V1C2",8047,"uc002ras.3","chr2",10861775,10925236
"2888","GRB14",12193,"uc010zcv.2","chr2",165349323,165425017
"30061","SLC40A1",12439,"uc002uqp.4","chr2",190425316,190445537
"307","ANXA4",8591,"uc010yqn.1","chr2",69969127,70045826
"3549","IHH",12764,"uc002vjo.2","chr2",219919142,219925238
"3625","INHBB",9232,"uc002tmn.2","chr2",121103719,121109383
"4613","MYCN",8081,"uc002rci.3","chr2",16080683,16087129
"6549","SLC9A2",8998,"uc002tca.3","chr2",103236166,103327809
"7475","WNT6",10213,"uc002vjc.1","chr2",219724546,219738954
"7850","IL1R2",8977,"uc002tbo.2","chr2",102608306,102641218
"79901","CYBRD1",9629,"uc031rqa.1","chr2",172378757,172414643
"80326","WNT10A",10214,"uc002vjd.1","chr2",219745255,219758651
"9936","CD302",12153,"uc002uba.3","chr2",160625139,160654766
"10110","SGK2",71079,"uc002xkq.1","chr20",42168791,42198156
"10406","WFDC2",71185,"uc002xoo.3","chr20",44098394,44110172
"1299","COL9A3",71435,"uc002ydm.3","chr20",61448414,61472511
"27111","SDCBP2",71550,"uc002weu.4","chr20",1290555,1294317
"54923","LIME1",71479,"uc011abi.2","chr20",62367053,62370460
"650","BMP2",70637,"uc002wmu.1","chr20",6748745,6760910
"7022","TFAP2C",71311,"uc002xya.3","chr20",55204358,55214338
"8530","CST7",70778,"uc002wtx.2","chr20",24929866,24940564
"30811","HUNK",72622,"uc002yph.3","chr21",33245628,33376377
"7032","TFF2",73337,"uc002zaw.3","chr21",43766467,43771208
"7033","TFF3",73336,"uc002zav.3","chr21",43731777,43735706
"7074","TIAM1",73131,"uc011adk.1","chr21",32490736,32649224
"875","CBS",73358,"uc002zcs.1","chr21",44473301,44488514
"26150","RIBC2",74295,"uc011aqs.3","chr22",45809572,45828302
"27350","APOBEC3C",74099,"uc003awr.3","chr22",39410265,39414825
"53947","A4GALT",75156,"uc003bdb.3","chr22",43088127,43116876
"5880","RAC2",74949,"uc003arc.3","chr22",37621310,37640305
"131096","KCNH8",13336,"uc011awe.1","chr3",19190017,19492896
"165721","DNAJB8",16641,"uc003ekk.2","chr3",128181275,128186091
"166012","CHST13",14457,"uc003eja.3","chr3",126243131,126262134
"23024","PDZRN3",16247,"uc011bgf.1","chr3",73431652,73483001
"25924","MYRIP",13556,"uc003cka.3","chr3",39851303,40301811
"26998","FETUB",15095,"uc010hyq.3","chr3",186353758,186370797
"29995","LMCD1",13117,"uc011atf.2","chr3",8543493,8592961
"3680","ITGA9",13477,"uc003chc.3","chr3",37493813,37671010
"5918","RARRES1",16956,"uc003fci.3","chr3",158414897,158450275
"5947","RBP1",16787,"uc003eti.2","chr3",139236276,139258671
"7068","THRB",15486,"uc003ccx.4","chr3",24158645,24536313
"7079","TIMP4",15361,"uc003bwo.3","chr3",12194568,12200851
"91392","ZNF502",13658,"uc003cns.3","chr3",44754135,44765323
"27071","DAPP1",18291,"uc011cek.2","chr4",100737981,100785442
"3815","KIT",17894,"uc010igr.3","chr4",55524095,55606881
"51316","PLAC8",19537,"uc003hoe.3","chr4",84011211,84031012
"658","BMPR1B",18266,"uc003htm.4","chr4",95679128,96079601
"7700","ZNF141",17397,"uc003fzz.2","chr4",331596,352339
"1809","DPYSL3",23166,"uc003lon.1","chr5",146770371,146833260
"255426","RASGEF1C",23580,"uc003mlp.4","chr5",179527795,179563776
"26249","KLHL3",22959,"uc011cyc.2","chr5",136953189,137008616
"3670","ISL1",20530,"uc003jor.3","chr5",50678958,50690563
"4163","MCC",22756,"uc003kqj.4","chr5",112357796,112630612
"5924","RASGRF2",20908,"uc003kha.2","chr5",80256508,80525981
"7045","TGFBI",21280,"uc003lbf.4","chr5",135364584,135399507
"84674","CARD6",20487,"uc003jmg.3","chr5",40841410,40855456
"8728","ADAM19",23321,"uc003lww.3","chr5",156822542,157002831
"9037","SEMA5A",22092,"uc003jek.2","chr5",9035138,9546233
"929","CD14",23054,"uc003lgi.2","chr5",140011313,140013035
"10981","RAB32",25482,"uc003qln.1","chr6",146864828,146876086
"135228","CD109",24997,"uc003php.3","chr6",74405508,74538041
"3910","LAMA4",27302,"uc003pvt.3","chr6",112429134,112575917
"51299","NRN1",25809,"uc021ykx.1","chr6",5998233,6004302
"5754","PTK7",24730,"uc003oua.4","chr6",43044006,43101459
"654","BMP6",23726,"uc003mxu.4","chr6",7727011,7881961
"6581","SLC22A3",25676,"uc003qti.4","chr6",160769405,160873611
"81706","PPP1R14C",25521,"uc003qnt.3","chr6",150464188,150571528
"8968","HIST1H3F",26004,"uc003nhg.1","chr6",26250370,26250835
"10551","AGR2",30109,"uc003str.3","chr7",16832264,16844738
"29803","REPIN1",29787,"uc003whd.2","chr7",150065361,150071133
"51666","ASB4",28901,"uc003unx.3","chr7",95115213,95158113
"5446","PON3",30897,"uc003unt.3","chr7",94989184,95025687
"79689","STEAP4",30828,"uc003ujs.3","chr7",87905744,87936228
"79690","GAL3ST4",31002,"uc022aii.1","chr7",99756865,99764906
"8460","TPST1",28556,"uc010kzy.2","chr7",65670259,65824460
"27012","KCNV1",33932,"uc003ynr.4","chr8",110979233,110987421
"286046","XKR6",33055,"uc003wtk.1","chr8",10753657,11058875
"6641","SNTB1",33968,"uc010mdg.3","chr8",121547985,121824309
"7227","TRPS1",33941,"uc011lhy.2","chr8",116420724,116680234
"216","ALDH1A1",36468,"uc011lsg.2","chr9",75515578,75540528
"2203","FBP1",36699,"uc004auw.4","chr9",97365421,97401923
"6013","RLN1",35895,"uc003zjb.2","chr9",5334932,5339873
"7169","TPM2",36236,"uc003zxq.3","chr9",35681990,35690053
"768","CA9",34620,"uc003zxo.4","chr9",35673915,35681154
"9630","GNA14",36499,"uc004aku.3","chr9",80037995,80263232
"10389","SCML2",77095,"uc004cyk.3","chrX",18257433,18372844
"11230","PRAF2",77334,"uc004dmi.3","chrX",48928818,48931662
"2564","GABRE",78192,"uc004ffi.3","chrX",151121596,151143151
"27035","NOX1",77695,"uc004egj.3","chrX",100098313,100129334
"393","ARHGAP4",78276,"uc011mzf.2","chrX",153172830,153187626
"4128","MAOA",75712,"uc004dfy.4","chrX",43514155,43606071
"415","ARSE",76922,"uc004crc.4","chrX",2852673,2882494
"4354","MPP1",78333,"uc004fmp.2","chrX",154006959,154033802
"4478","MSN",76026,"uc004dwf.3","chrX",64887511,64961793
"51209","RAB9B",77801,"uc004eli.2","chrX",103031504,103087212
"546","ATRX",77617,"uc004eco.4","chrX",76760356,77041719
"80823","BHLHB9",76297,"uc004ejo.3","chrX",101975642,102007369
"84679","SLC9A7",77264,"uc004dgu.2","chrX",46458686,46618607
"85012","TCEAL3",76326,"uc004ekq.3","chrX",102862834,102864855
"8908","GYG2",75369,"uc004cqs.1","chrX",2746863,2800861
"90843","TCEAL8",77769,"uc004ejx.3","chrX",102507923,102510121
