"ENTREZID","SYMBOL","TXNAME","TXID","TXCHROM","TXSTART","TXEND"
"10389","SCML2",77095,"uc004cyk.3","chrX",18257433,18372844
"10682","EBP",75795,"uc004djx.4","chrX",48380164,48387104
"10735","STAG2",76514,"uc004etz.4","chrX",123094475,123236505
"139760","GPR119",77989,"uc011muv.2","chrX",129518319,129519511
"159013","CXorf38",77229,"uc004dew.3","chrX",40486173,40506819
"1678","TIMM8A",77709,"uc004ehd.2","chrX",100600644,100603957
"1741","DLG3",76080,"uc004dyi.2","chrX",69664705,69725339
"1896","EDA",76054,"uc004dxm.1","chrX",68835911,69081024
"2182","ACSL4",77848,"uc004eoi.2","chrX",108884564,108976621
"2239","GPC4",78027,"uc011mvg.1","chrX",132435064,132548587
"23439","ATP1B4",76495,"uc004esq.3","chrX",119495940,119517104
"23708","GSPT2",75935,"uc004dpl.3","chrX",51486481,51489326
"24137","KIF4A",76071,"uc004dyf.2","chrX",69509879,69596068
"2717","GLA",77724,"uc004ehl.1","chrX",100652779,100663001
"2719","GPC3",78029,"uc004exe.2","chrX",132669776,133119673
"27316","RBMX",78090,"uc011mwf.1","chrX",135951353,135962939
"27334","P2RY10",76169,"uc004ede.3","chrX",78200829,78217438
"27336","HTATSF1",76624,"uc004ezw.3","chrX",135579238,135594503
"280657","SSX6",75778,"uc011mlv.2","chrX",47967367,47973694
"29071","C1GALT1C1",77938,"uc004esy.3","chrX",119759529,119764005
"29978","UBQLN2",76017,"uc004dus.3","chrX",56590026,56593443
"3654","IRAK1",78289,"uc004fjr.1","chrX",153275957,153285342
"393","ARHGAP4",78276,"uc011mzf.2","chrX",153172830,153187626
"395","ARHGAP6",77021,"uc004cum.1","chrX",11155663,11284095
"402415","XKRX",77698,"uc004egn.2","chrX",100168431,100183898
"4068","SH2D1A",76520,"uc004euf.4","chrX",123480132,123507010
"4114","MAGEB3",75564,"uc004dca.2","chrX",30248553,30255610
"4128","MAOA",75712,"uc004dfy.4","chrX",43514155,43606071
"4354","MPP1",78333,"uc004fmp.2","chrX",154006959,154033802
"4435","CITED1",77567,"uc011mqc.2","chrX",71521488,71525764
"4515","MTCP1",78345,"uc004fmz.2","chrX",154292309,154299547
"4983","OPHN1",77520,"uc004dww.4","chrX",67262186,67653299
"51634","RBMX2",76551,"uc004evt.3","chrX",129535943,129547317
"5165","PDK3",75545,"uc004dbg.3","chrX",24483344,24552542
"5355","PLP2",75859,"uc004dmx.3","chrX",49028184,49031468
"5358","PLS3",76444,"uc010nqf.3","chrX",114795177,114864279
"54539","NDUFB11",77267,"uc004dhc.3","chrX",47001615,47004609
"54552","GNL3L",75978,"uc004dti.3","chrX",54556644,54589229
"546","ATRX",77617,"uc004eco.4","chrX",76760356,77041719
"5634","PRPS2",75425,"uc004cva.3","chrX",12809474,12842346
"57826","RAP2C",78007,"uc004ewp.4","chrX",131337052,131352189
"6103","RPGR",77217,"uc004dea.3","chrX",38128423,38186788
"64061","TSPYL2",75966,"uc004drv.3","chrX",53111542,53117721
"6855","SYP",77348,"uc004dmz.1","chrX",49044265,49056661
"7105","TSPAN6",77685,"uc004ega.1","chrX",99883795,99891794
"7224","TRPC5",77870,"uc004epl.1","chrX",111017542,111326004
"7592","ZNF41",77269,"uc004dhs.4","chrX",47305561,47326947
"8273","SLC10A3",78313,"uc004flp.3","chrX",153715650,153719002
"84679","SLC9A7",77264,"uc004dgu.2","chrX",46458686,46618607
"90843","TCEAL8",77769,"uc004ejx.3","chrX",102507923,102510121
"9367","RAB9A",75443,"uc004cvm.3","chrX",13707240,13727944
"9737","GPRASP1",76285,"uc004eji.4","chrX",101906294,101914010
